act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage
4051,6,0,1,2,1,1244,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,5396054,36.07933915,0
4052,1,1,0,1,1,1219,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,3579622,24.797,0
4053,3,1,0,2,1,940,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,241601,25.7568,0
4054,6,1,0,9,1,620,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,9,368315,46.45535128,0
4055,6,1,0,5,1,599,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,10,5797285,47.02434695,0
4056,2,0,1,4,1,569,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,69415,22.6482,0
4057,5,1,0,2,1,486,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,6,103714,10.56437018,0
4058,6,0,1,7,1,435,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,66123486,64.77811702,0
4059,5,1,0,6,1,1506,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,10,5945300,31.63498405,0
4060,5,0,1,3,1,1385,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,10,2282901,30.95909738,0
4061,6,1,0,4,1,716,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,12887998,22.59992526,0
4062,6,0,1,8,1,613,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,2196312,42.6603438,0
4063,6,1,0,6,1,613,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,881967,29.27955111,0
4064,2,1,0,3,1,564,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,523989,21.4687,0
4065,2,0,1,1,1,319,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1891529,28.22295812,0
4066,6,1,0,6,1,260,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,1297642,28.13538934,0
4067,6,0,1,8,1,8312,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,65522500,22.19730634,0
4068,6,0,1,3,1,4691,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,7,2129431,25.72638251,0
4069,6,1,0,4,1,1676,0,0,0,1,0,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,4,11,208558210,73.75663068,0
4070,6,1,0,7,1,638,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,8445065,25.75857184,0
4071,3,1,0,6,1,625,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1319386,87.17627841,0
4072,4,1,0,1,1,623,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,386379,24.06047197,0
4073,6,1,0,1,1,556,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,8230223,30.40966558,0
4074,1,0,1,1,1,326,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,613344,12.5637,0
4075,1,1,0,2,1,316,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,5812,67.0956,0
4076,6,1,0,9,1,4244,0,0,0,0,0,0,0,0,1,0,4,5,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,10,14682677,61.86427189,0
4077,4,0,1,4,1,2864,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,11317094,25.08977889,0
4078,6,0,1,7,1,1425,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,2,11,22462374,22.13308508,0
4079,1,1,0,4,1,651,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,513152,35.24365191,0
4080,3,1,0,2,1,631,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2307807,27.90138092,0
4081,6,1,0,4,1,627,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,1,9,1357571,33.48594669,0
4082,6,1,0,7,1,618,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,1136901,35.45724316,0
4083,5,1,0,7,1,518,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,8,137177,61.15851953,0
4086,4,1,0,1,1,1611,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1258566,22.61911469,0
4087,6,1,0,4,1,1305,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,5150799,49.06303455,0
4088,6,1,0,4,1,652,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,11646758,32.89481,0
4089,6,0,1,3,1,624,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,4,12818820,72.45865984,0
4090,4,1,0,1,1,616,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,231208,21.98624513,0
4091,6,1,0,4,1,583,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,9,25282767,33.06442464,0
4092,6,1,0,8,1,576,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,14794424,51.01816991,0
4095,6,1,0,8,1,3567,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,3925063,67.22972832,0
4096,3,1,0,5,1,938,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,278562,23.47417553,0
4097,6,1,0,4,1,880,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,5998962,26.95490778,0
4098,6,0,1,2,1,667,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,20086255,45.57848415,0
4100,5,1,0,3,1,615,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,2,6136450,21.60457773,0
4101,2,1,0,2,1,588,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2860717,21.4687,0
4102,6,1,0,6,1,566,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,10,18699830,59.30059374,0
4103,2,1,0,3,1,566,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,48093803,28.66640183,0
4104,5,1,0,9,1,8423,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,10507166,42.2727752,0
4105,6,1,0,8,1,7847,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,11364297,66.52502043,0
4106,6,1,0,5,1,8641,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,893395,48.09521886,0
4107,6,1,0,3,1,620,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,31166207,26.64740109,0
4108,6,1,0,3,1,856,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,7455290,25.85265523,0
4109,6,0,1,3,1,760,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,5983648,29.93406272,0
4110,6,1,0,8,1,729,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,10,59124283,55.8467811,0
4111,6,1,0,7,1,622,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,427719,50.7245,0
4112,6,0,1,3,1,585,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,8,4698521,39.72999503,0
4114,6,0,1,6,3,3643,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,4,10,224685620,41.4469532,149104381
4115,6,1,0,4,1,4788,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,4371969,31.61469273,0
4116,5,1,0,2,1,760,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,445380,24.15186701,0
4117,3,0,1,1,1,673,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,4,14423877,41.82173025,0
4118,6,1,0,3,1,612,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3889085,27.8857103,0
4119,1,1,0,2,1,604,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,2125726,27.34935254,0
4120,6,0,1,5,1,565,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,96844,79.45384231,0
4121,2,1,0,1,1,434,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,8655856,26.98411174,0
4122,6,1,0,9,1,10601,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,9,9503996,21.45945553,0
4123,6,1,0,8,1,5267,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,11,1071847,47.45231968,0
4124,6,0,1,8,1,3430,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,204716,31.1722,0
4125,3,0,1,3,1,2290,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,4852625,40.7902,0
4126,6,1,0,6,1,940,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,560320,89.4466,0
4127,5,1,0,4,1,659,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2259610,25.7577506,0
4128,2,0,1,7,1,622,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1415818,21.4687,0
4129,6,0,1,4,1,552,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,10098423,26.28383974,0
4130,5,1,0,7,1,231,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,42443744,35.11783118,0
4131,5,1,0,7,1,8963,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,29730810,172.1687695,0
4132,2,0,1,1,1,4041,0,1,0,0,0,0,0,0,0,0,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,4173070,21.4687,0
4133,5,0,1,3,1,941,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,9120542,28.98118687,0
4134,6,0,1,7,1,785,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,7,10298755,36.65236493,0
4135,3,1,0,3,1,775,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,4618205,24.02504795,0
4136,6,0,1,3,1,708,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,10,115307731,45.63963998,0
4137,6,0,1,7,1,669,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,11432067,48.1304851,0
4138,5,0,1,1,1,583,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1440234,39.55706069,0
4139,1,1,0,4,1,564,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1668300,39.54660314,0
4140,6,1,0,8,1,6190,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2349917,29.49008895,0
4141,5,1,0,4,1,6125,0,0,0,1,0,0,0,0,0,0,5,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,12664433,45.13362269,0
4142,6,1,0,8,1,4888,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,10,10690725,31.81483282,0
4143,6,1,0,6,1,2583,0,0,0,0,0,1,0,0,0,0,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,7,62840632,59.66514799,0
4144,6,1,0,6,1,880,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,8,53172616,51.54021572,0
4145,1,1,0,1,1,602,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1307503,94.8209,0
4146,6,0,1,4,1,572,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,14991502,61.10690447,0
4148,1,1,0,1,1,407,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,139030,24.98637158,0
4149,6,0,1,3,1,5310,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,6413915,92.2879,0
4150,1,1,0,2,1,1436,0,1,0,0,0,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,7267340,47.55194796,0
4151,5,0,1,1,1,1148,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,458662,33.60340945,0
4152,5,0,1,4,1,1108,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,1128601,22.21745156,0
4153,6,1,0,1,1,770,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,295916,48.75299123,0
4154,1,1,0,9,1,567,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,676600,57.12598158,0
4156,6,1,0,2,1,377,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,818452,28.03000118,0
4158,6,0,1,6,1,7127,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,22603831,62.06328122,0
4159,6,0,1,6,1,4685,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,34130005,31.60908633,0
4160,6,1,0,4,1,941,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,10,51574990,34.6300988,0
4161,6,1,0,9,1,917,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,9673067,25.62471707,0
4163,3,1,0,2,1,824,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,906438,27.98214281,0
4164,2,1,0,4,1,520,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,3843619,66.7146,0
4165,4,1,0,5,1,194,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,8,808922,21.4687,0
4166,4,1,0,5,1,5513,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,46860,63.6978,0
4167,6,0,1,3,1,1251,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1189410,28.98995014,0
4168,6,0,1,2,1,924,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,7682299,31.73131355,0
4169,5,1,0,1,1,790,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,627013,23.46859477,0
4170,6,1,0,7,1,736,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,12152349,27.26425439,0
4172,6,0,1,1,1,643,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,8,3056149,23.48035413,0
4173,6,0,1,4,1,613,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,2,13958800,30.63426563,0
4174,6,1,0,5,1,605,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,3977867,27.54251978,0
4175,4,0,1,3,1,358,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,4,819836,76.0449,0
4176,6,0,1,8,1,7925,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,9,163471309,33.18590969,0
4177,3,1,0,6,1,1014,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1411041,21.51341515,0
4178,4,1,0,1,1,926,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,2186665,32.44902242,0
4179,6,1,0,6,1,617,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,10,1360000,32.03725352,0
4181,4,1,0,7,1,585,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,6923607,28.71556226,0
4182,6,1,0,5,1,564,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,9,4630517,29.06123745,0
4183,6,1,0,4,1,536,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,2071354,46.55671329,0
4185,6,1,0,7,1,7442,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,934035,27.38362296,0
4186,2,1,0,4,1,2426,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,642945,22.74693611,0
4187,6,0,1,4,1,1337,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,10,33100642,43.48566844,0
4188,3,0,1,5,1,917,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2056620,46.7084,0
4189,6,0,1,2,1,913,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,7769800,21.70335586,0
4190,6,1,0,4,1,807,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,8,32503851,44.44886258,0
4191,6,1,0,8,1,667,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,20864685,23.96818737,0
4192,2,1,0,1,1,618,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,477446,21.4687,0
