,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT
3898,4441,1,1,0,8,1,623,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,108447,28.32169923,0,_,_,_,_,_,_,_
3899,4442,6,0,1,3,1,587,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,8,12446370,26.20801948,0,2360938,311,2280,22231,4231,5508,606
3900,4443,6,1,0,4,1,572,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,8,4839412,47.37045279,0,6327680,186,0,0,0,0,270
3901,4445,6,1,0,7,1,2571,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,10,87453490,54.64393824,0,465296635,14114,5566846,7624620,0,0,188894
3902,4446,6,0,1,5,1,670,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,15114119,32.53243296,0,106169591,248,0,39208,0,0,0
3903,4447,2,1,0,1,1,604,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,6,1885067,23.18873742,0,_,_,_,_,_,_,_
3904,4449,2,1,0,7,1,462,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,472118,21.4687,0,_,_,_,_,_,_,_
3905,4450,6,1,0,4,1,384,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,9,3947078,33.25397777,0,546441,32,75,0,0,0,0
3906,4451,3,1,0,5,1,218,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,11,22706654,46.07115035,0,21998512,547,958444,13534,0,0,463571
3907,4452,2,0,1,4,1,3607,0,0,1,0,0,0,0,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,37002516,39.07568175,0,_,_,_,_,_,_,_
3908,4454,3,0,1,6,1,2167,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,208713,38.88271926,0,48427,10,234,0,0,0,0
3909,4455,6,1,0,4,1,1267,0,0,0,1,0,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,4,9,115414237,43.61887524,0,50486194,1125,1371910,0,0,95,11162
3910,4456,6,0,1,5,1,867,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,14915658,62.22040411,0,11524,3,0,0,0,0,0
3911,4457,1,1,0,2,1,832,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,234550,22.87281805,0,_,_,_,_,_,_,_
3912,4458,2,0,1,2,1,655,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,12176695,25.30514581,0,_,_,_,_,_,_,_
3913,4459,5,1,0,2,1,577,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,6399639,39.30087091,0,13078,4,0,0,0,0,0
3914,4460,6,1,0,3,1,564,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,2333900,89.9206863,0,1813422,118,150,0,0,0,0
3915,4461,2,1,0,7,1,3000,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,74070,39.2354038,0,150,1,0,0,0,0,0
3916,4462,6,0,1,4,1,1474,0,0,1,0,0,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,10,22873856,35.60148351,0,100579784,4696,30934,24873,0,0,41
3917,4464,6,0,1,3,1,850,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,10919288,42.77967307,0,436927,9,0,0,0,0,0
3918,4465,6,1,0,6,1,773,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,25725076,42.97109594,0,4381233,256,0,0,0,0,2119
3919,4466,5,0,1,1,1,655,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,6,732844,52.0463,0,1916901,70,628,0,0,0,74
3920,4467,4,1,0,5,1,642,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1484409,21.4687,0,_,_,_,_,_,_,_
3921,4468,6,1,0,6,1,617,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,1804440,35.34437839,0,1307647,80,0,0,0,0,0
3922,4469,6,0,1,9,1,9970,0,0,0,0,0,0,0,0,1,0,5,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,4,4,202897104,35.68726639,0,6857,1,0,0,6857,0,0
3923,4470,5,1,0,9,1,2650,0,0,0,0,0,0,0,0,1,0,6,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,459080397,20.43537212,0,646195,7,0,0,0,0,0
3924,4471,2,0,1,1,1,2338,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,2646324,23.66003904,0,_,_,_,_,_,_,_
3925,4472,6,0,1,2,1,2318,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,3,10,48593710,10.28095483,0,48930941,1211,8763426,3277153,94,0,860
3926,4473,6,0,1,8,1,2165,0,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,40010252,35.52671316,0,3558804,214,0,0,0,0,2124
3927,4474,6,1,0,7,1,669,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,8927660,66.84039382,0,933880,7,12357,0,0,0,0
3928,4475,6,1,0,5,1,595,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,7539947,26.27983681,0,2871643,881,372457,367,0,0,92
3929,4477,6,0,1,6,1,1613,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,54662279,33.5201,0,124547465,4041,52897822,5813286,0,213,424096
3930,4478,6,1,0,2,1,941,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1563280,26.56876269,0,78870,6,0,56,0,0,0
3931,4479,6,0,1,3,1,928,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,4,9,211487178,25.91486228,0,1494879,92,0,0,0,0,55
3932,4480,4,0,1,2,1,918,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,4197900,49.89130646,0,1638120,2,1611343,0,0,0,0
3933,4481,6,1,0,9,1,623,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,35545516,22.93860918,0,511186,63,0,0,0,0,0
3934,4482,4,0,1,5,1,569,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,177600,29.94131029,0,1376309,1,0,0,0,0,0
3935,4483,6,1,0,7,1,503,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,10532150,30.48773639,0,202058,8,627,627,0,0,0
3936,4484,6,1,0,1,1,315,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,8,6690567,24.797,0,28899,18,0,0,0,0,0
3937,4485,1,0,1,5,1,2046,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,206400,46.1787,0,_,_,_,_,_,_,_
3938,4486,6,1,0,8,1,914,0,0,0,0,0,1,0,0,0,0,5,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,8,129305638,26.82240288,0,59159,176,0,0,0,0,0
3939,4487,6,1,0,6,1,820,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,11134033,34.5303268,0,79962,8,0,0,0,0,0
3940,4488,6,1,0,6,1,675,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,717219,40.05961461,0,_,_,_,_,_,_,_
3941,4489,3,1,0,1,1,597,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,121000,33.06788422,0,_,_,_,_,_,_,_
3942,4490,5,0,1,1,1,590,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,17760568,24.4697,0,_,_,_,_,_,_,_
3943,4491,6,0,1,6,1,480,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,15787863,32.25728306,0,974732,21,0,0,0,0,0
3944,4492,2,1,0,5,1,221,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,8,3692,11.75442483,0,_,_,_,_,_,_,_
3945,4493,6,1,0,5,1,5278,0,0,0,0,0,0,0,1,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,5415082,43.33244322,0,11047,4,0,0,0,0,0
3946,4495,4,0,1,2,1,892,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,5698909,24.49162836,0,4912,2,0,0,0,0,0
3947,4496,6,0,1,3,1,812,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,2,11,5759343,47.13703188,0,109921519,4455,30193,54200,0,2497,4518522
3948,4497,6,0,1,7,1,789,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,8,106221092,21.9515286,0,51857,1,0,0,0,0,0
3949,4498,6,1,0,4,1,665,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,12512191,60.06808724,0,6799116,171,0,0,0,0,105
3950,4499,4,1,0,9,1,511,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,868992,24.797,0,23429,2,0,0,0,0,0
3951,4500,6,0,1,7,1,241,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,9,142176202,61.81492162,0,9307041,521,82945,0,0,103,49083
3952,4501,6,1,0,7,1,5558,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,7606434,21.5591123,0,2115365,32,1219777,0,0,105,31
3953,4502,6,0,1,5,1,6659,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,10,48921406,70.59453364,0,41240997,1790,28720,23055,0,0,3242
3954,4503,1,1,0,2,1,1317,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,3,30305319,33.80885271,0,18976,2,0,0,0,0,0
3955,4504,4,0,1,1,1,819,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,9,405100,24.1859914,0,134874,23,0,0,0,0,0
3956,4505,6,1,0,4,1,610,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,35881166,34.23540898,0,280644,694,1952,0,0,0,99
3957,4506,4,1,0,3,1,502,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,9103375,51.1182,0,_,_,_,_,_,_,_
3958,4507,6,0,1,2,1,441,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,10,6542969,41.50340437,0,414285232,13747,6832271,102669,202,0,2130090
3959,4509,6,0,1,8,1,4670,0,0,0,0,1,0,0,0,0,0,2,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,10,12021939,59.65157615,15362396,202918541,5819,0,0,0,0,843273
3960,4510,6,0,1,4,1,1795,0,0,1,0,0,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,9,5392277,34.49098404,0,4882404,48,1401709,739419,0,0,0
3961,4511,3,1,0,5,1,894,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,6190280,21.78856701,0,47972,1,0,0,0,0,0
3962,4512,6,0,1,8,1,832,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,4983903,36.04981388,0,90414,13,0,0,0,0,0
3963,4513,1,1,0,1,1,512,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1758710,32.16212667,0,_,_,_,_,_,_,_
3964,4514,3,0,1,7,1,361,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,255304,117.8138,0,_,_,_,_,_,_,_
3965,4516,4,0,1,3,1,346,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,2,6720140,32.524,0,4130425,197,652783,23202,0,0,0
3966,4517,6,1,0,7,1,6155,0,0,0,0,0,1,0,0,0,0,4,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,53255649,22.00985754,0,70719,8,0,0,0,0,0
3967,4518,6,1,0,5,1,535,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,9,150258618,31.24415641,0,7693183,117,309,0,0,304,38108
3968,4519,6,0,1,9,1,2292,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,17206599,27.98189477,0,543299,63,134,0,0,0,181
3969,4520,6,0,1,6,1,1478,0,0,0,0,0,0,1,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,24435199,37.74959848,0,1024356,132,0,0,0,0,84
3970,4521,6,0,1,1,1,919,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,928005,34.93566929,0,1607524,80,170,0,0,0,16846
3971,4522,6,0,1,4,1,815,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1908351,40.03483491,0,2020579,210,23807,10288,0,0,23861
3972,4523,6,0,1,1,1,738,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,8969141,28.17941822,0,49584,2,0,0,0,0,0
3973,4525,6,1,0,8,1,10846,0,0,0,0,1,0,0,0,0,0,3,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,14283910,40.12264173,0,140225,9,92,0,0,0,85
3974,4526,6,0,1,8,1,7674,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,11,26211899,39.19283449,0,55719708,5558,1475,5536,0,0,0
3975,4527,6,0,1,5,1,1745,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,10653269,57.7815082,0,37246142,700,1353488,815922,0,0,42
3976,4528,6,1,0,9,1,1206,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,10,72705912,33.67963102,0,44167932,684,1662512,4597,0,0,29550
3977,4529,5,1,0,2,1,774,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,4753739,33.25456171,0,257459,29,0,0,0,0,0
3978,4530,2,1,0,2,1,621,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1461968,14.3378,0,_,_,_,_,_,_,_
3979,4531,6,1,0,4,1,620,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2189392,31.01117915,0,23678,76,2099,0,0,0,64
3980,4532,6,0,1,4,1,527,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,2,46548816,33.87903541,0,24838065,1014,15746222,0,0,1602,25615
3981,4533,5,0,1,3,1,4063,0,0,1,0,0,0,0,0,0,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,3,20950536,23.33548274,0,179102,26,5415,0,0,0,0
3982,4534,6,1,0,3,1,1952,0,0,0,1,0,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,9,47983933,33.86435909,0,9222388,698,116914,32429,0,0,2276
3983,4535,6,1,0,5,1,920,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,14858149,106.9126184,0,5707311,156,345145,15191,0,141,152
3984,4536,6,0,1,9,1,786,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,17522343,37.41997413,0,22414087,1411,934757,0,12098,0,85082
3985,4537,6,0,1,6,1,722,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,10,4084444,58.56798575,0,3604588,57,61617,0,4168,0,209
3986,4538,6,1,0,2,1,650,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,1497628,31.7211418,0,6378985,162,921,0,0,0,303
3987,4539,6,0,1,3,1,632,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,9,1060172,41.04245664,0,229457,83,37229,0,6202,0,0
3988,4540,3,1,0,1,1,581,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,370500,33.0853,0,2421074,37,8807,0,0,0,8854
3989,4541,6,1,0,8,1,10461,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1923029,68.7969,0,_,_,_,_,_,_,_
3990,4542,6,0,1,6,1,1778,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,22483402,75.45445407,0,159337698,912,0,0,0,0,1339400
3991,4543,6,0,1,2,1,797,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,53190847,57.95596916,0,168253021,4027,33373802,2026209,0,0,45362
3992,4544,6,0,1,3,1,720,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,11,10272509,43.66045818,0,175785977,7883,248212,303033,1693,4807,8700
3993,4545,6,1,0,9,1,607,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,18947000,26.5200987,0,6029,5,0,0,0,0,0
3994,4546,6,1,0,7,1,591,0,0,0,0,0,1,0,0,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,9011,64.0377,0,3048079,111,0,0,0,0,0
3995,4547,2,0,1,4,1,572,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,2067248,66.7146,0,_,_,_,_,_,_,_
3996,4548,6,0,1,5,1,413,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,4,513334,57.10418676,0,2776222,154,0,0,0,0,360
3997,4549,2,1,0,3,1,2751,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,127973,39.31972715,0,107,1,0,0,0,0,0
3998,4550,3,1,0,1,1,2598,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,609621,34.96867937,0,1162776,31,0,21012,0,0,0
3999,4551,3,0,1,9,1,1801,0,0,0,0,0,0,0,0,1,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,12445635,54.7788285,0,_,_,_,_,_,_,_
4000,4552,5,0,1,8,1,735,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,11831,37.1615,0,25967,2,0,0,0,0,0
4001,4553,6,0,1,1,1,676,0,1,0,0,0,0,0,0,0,0,5,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,8,29862425,27.26502188,0,4991882,251,4382,0,0,0,65
4002,4556,6,0,1,5,1,3605,0,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,9,18910515,51.80875722,0,7303374,1085,0,0,0,0,38793
4003,4558,5,1,0,6,1,9615,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,19147502,32.31318543,0,55810,8,0,0,0,0,0
4004,4559,1,1,0,7,1,4438,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,8872952,107.1617,0,75,1,0,0,0,0,0
4005,4560,6,0,1,7,1,4307,0,0,0,0,1,0,0,0,0,0,3,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,13253298,43.09702664,0,1994076,496,206,0,0,0,156
