,Unnamed: 0,act_no,orr_dt,orr_ord,orr_rtn_hur,lst_cns_hur,iem_cd,sby_dit_cd,cns_qty,orr_pr,orr_mdi_dit_cd,cur_cd,trd_cur_xcg_rt
27572,27572,acc_7957,20220325,5,0,0,US22160K1051,1,12,552.0,3,USD,1219.4
27573,27573,acc_7957,20220325,2,0,0,US02079K3059,1,4,2800.0,3,USD,1219.4
27574,27574,acc_7957,20220325,15,0,0,CA82509L1076,1,9,670.0,3,USD,1219.4
27575,27575,acc_7957,20220325,1,0,0,US88160R1014,1,12,1000.0,3,USD,1219.4
27576,27576,acc_7957,20220325,13,0,0,US91332U1016,1,13,93.0,3,USD,1219.4
27577,27577,acc_7957,20220325,12,0,0,US91680M1071,1,6,103.0,3,USD,1219.4
27578,27578,acc_7957,20220325,16,0,0,US83406F1021,1,50,9.0,3,USD,1219.4
27579,27579,acc_7957,20220325,14,0,0,US7710491033,1,12,47.0,3,USD,1219.4
27580,27580,acc_7957,20220325,4,0,0,US0378331005,1,10,173.0,3,USD,1219.4
27581,27581,acc_7957,20220325,6,0,0,US5949181045,1,8,300.0,3,USD,1219.4
27582,27582,acc_7957,20220325,7,0,0,US67066G1040,1,13,275.0,3,USD,1219.4
27583,27583,acc_7957,20220325,8,0,0,US8552441094,1,3,87.0,3,USD,1219.4
27584,27584,acc_7957,20220325,9,0,1,US22266T1097,1,11,18.0,3,USD,1219.4
27585,27585,acc_7957,20220325,10,0,0,US30303M1027,1,8,220.0,3,USD,1219.4
27586,27586,acc_7957,20220325,17,0,0,US83406F1021,1,43,9.0,3,USD,1219.4
27587,27587,acc_7957,20220325,11,0,0,US91680M1071,1,4,103.0,3,USD,1219.4
27588,27588,acc_7957,20220325,18,0,0,US83406F1021,1,55,9.0,3,USD,1219.4
27589,27589,acc_7957,20220325,3,0,0,US0231351067,1,7,3255.0,3,USD,1219.4
27590,27590,acc_7957,20220331,4,1,4,US02079K3059,2,1,2800.0,3,USD,1210.8
27591,27591,acc_7957,20220331,8,1,4,US91332U1016,2,1,100.0,3,USD,1210.8
27592,27592,acc_7957,20220331,5,1,2,US67066G1040,2,1,275.0,3,USD,1210.8
27593,27593,acc_7957,20220331,7,1,1,US8552441094,2,1,92.5,3,USD,1210.8
27594,27594,acc_7957,20220331,1,1,1,US88160R1014,2,1,1090.0,3,USD,1210.8
27595,27595,acc_7957,20220331,6,1,4,US22160K1051,2,1,580.0,3,USD,1210.8
27596,27596,acc_7957,20220331,3,1,1,US22160K1051,2,1,583.0,3,USD,1210.8
27597,27597,acc_7957,20220331,2,1,1,US15961R1059,2,5,19.7,3,USD,1210.8
27598,27598,acc_7957,20220401,1,0,1,US22160K1051,2,1,575.0,3,USD,1210.7
27599,27599,acc_7957,20220401,5,18,22,US0079031078,2,1,110.0,3,USD,1210.7
27600,27600,acc_7957,20220401,4,0,1,US15961R1059,2,5,19.5,3,USD,1210.7
27601,27601,acc_7957,20220401,3,0,4,US0231351067,2,1,3250.0,3,USD,1210.7
27602,27602,acc_7957,20220401,2,0,0,US0231351067,1,1,3290.0,3,USD,1210.7
27603,27603,acc_7957,20220401,6,22,22,US0231351067,2,1,3250.0,3,USD,1210.7
27604,27604,acc_7957,20220401,7,22,1,US67066G1040,2,1,264.86,3,USD,1210.7
27605,27605,acc_7957,20220401,8,22,22,US0378331005,2,1,173.0,3,USD,1210.7
27606,27606,acc_7957,20220404,1,0,3,CA82509L1076,2,1,720.0,3,USD,1216.1
27607,27607,acc_7957,20220404,11,22,23,US8552441094,2,1,87.0,3,USD,1216.1
27608,27608,acc_7957,20220404,9,22,22,US02079K3059,1,1,2860.0,3,USD,1216.1
27609,27609,acc_7957,20220404,15,23,23,US15961R1059,2,6,20.8,3,USD,1216.1
27610,27610,acc_7957,20220404,5,0,0,US02079K3059,2,1,2865.0,3,USD,1216.1
27611,27611,acc_7957,20220404,13,23,2,US0378331005,2,1,177.0,3,USD,1216.1
27612,27612,acc_7957,20220404,12,23,23,US88160R1014,1,1,1100.0,3,USD,1216.1
27613,27613,acc_7957,20220404,7,21,21,US8552441094,2,1,88.0,3,USD,1216.1
27614,27614,acc_7957,20220404,8,22,22,US0231351067,1,1,3310.0,3,USD,1216.1
27615,27615,acc_7957,20220404,2,0,0,US83406F1021,2,10,9.9,3,USD,1216.1
27616,27616,acc_7957,20220404,3,0,0,US88160R1014,2,1,1130.0,3,USD,1216.1
27617,27617,acc_7957,20220404,6,0,0,US0079031078,2,1,110.0,3,USD,1216.1
27618,27618,acc_7957,20220404,14,23,0,US91332U1016,2,1,107.0,3,USD,1216.1
27619,27619,acc_7957,20220404,10,22,23,US30303M1027,2,1,230.0,3,USD,1216.1
27620,27620,acc_7957,20220404,4,0,0,US0231351067,2,1,3335.0,3,USD,1216.1
27621,27621,acc_7957,20220404,16,23,1,US22160K1051,2,1,575.0,3,USD,1216.1
27622,27622,acc_7957,20220405,17,23,4,US5949181045,2,1,309.99,3,USD,1216.7
27623,27623,acc_7957,20220405,14,23,23,US91332U1016,2,1,106.0,3,USD,1216.7
27624,27624,acc_7957,20220405,15,23,23,US91680M1071,2,1,107.0,3,USD,1216.7
27625,27625,acc_7957,20220405,9,23,1,US88160R1014,2,1,1100.0,3,USD,1216.7
27626,27626,acc_7957,20220405,10,23,23,US83406F1021,2,10,9.5,3,USD,1216.7
27627,27627,acc_7957,20220405,7,22,23,US02079K3059,2,1,2835.0,3,USD,1216.7
27628,27628,acc_7957,20220405,1,0,4,US22160K1051,2,1,575.0,3,USD,1216.7
27629,27629,acc_7957,20220405,11,23,1,US90184L1026,2,2,51.0,3,USD,1216.7
27630,27630,acc_7957,20220405,2,6,7,US0231351067,2,1,3285.0,3,USD,1216.7
27631,27631,acc_7957,20220405,6,22,22,US8552441094,2,1,84.5,3,USD,1216.7
27632,27632,acc_7957,20220405,16,23,0,US0378331005,2,1,176.0,3,USD,1216.7
27633,27633,acc_7957,20220405,4,22,22,US15961R1059,2,4,20.8,3,USD,1216.7
27634,27634,acc_7957,20220405,12,23,23,US91332U1016,2,1,105.0,3,USD,1216.7
27635,27635,acc_7957,20220405,13,23,23,US15961R1059,2,5,20.5,3,USD,1216.7
27636,27636,acc_7957,20220405,3,22,22,US90184L1026,2,2,53.8889,3,USD,1216.7
27637,27637,acc_7957,20220405,18,23,0,US15961R1059,2,5,20.0,3,USD,1216.7
27638,27638,acc_7957,20220405,5,22,22,US90184L1026,2,2,53.0,3,USD,1216.7
27639,27639,acc_7957,20220405,8,23,2,US67066G1040,2,1,260.0,3,USD,1216.7
27640,27640,acc_7957,20220406,9,22,22,US02079K3059,2,1,2770.0,3,USD,1212.6
27641,27641,acc_7957,20220406,20,22,22,US91332U1016,2,1,94.0,3,USD,1212.6
27642,27642,acc_7957,20220406,4,1,1,US83406F1021,2,10,8.5,3,USD,1212.6
27643,27643,acc_7957,20220406,19,22,23,US83406F1021,2,10,8.7,3,USD,1212.6
27644,27644,acc_7957,20220406,5,1,1,US22160K1051,2,1,580.0,3,USD,1212.6
27645,27645,acc_7957,20220406,6,1,1,US0378331005,2,1,171.0,3,USD,1212.6
27646,27646,acc_7957,20220406,3,0,1,US15961R1059,2,10,17.5,3,USD,1212.6
27647,27647,acc_7957,20220406,21,23,23,US0378331005,2,1,171.3,3,USD,1212.6
27648,27648,acc_7957,20220406,22,23,23,US67066G1040,2,1,245.0,3,USD,1212.6
27649,27649,acc_7957,20220406,2,0,0,US5949181045,2,1,300.0,3,USD,1212.6
27650,27650,acc_7957,20220406,7,22,22,US88160R1014,2,1,1050.0,3,USD,1212.6
27651,27651,acc_7957,20220406,8,22,22,US0231351067,2,1,3200.0,3,USD,1212.6
27652,27652,acc_7957,20220406,23,23,23,US15961R1059,2,10,17.8,3,USD,1212.6
27653,27653,acc_7957,20220406,11,22,22,US91332U1016,2,1,94.0,3,USD,1212.6
27654,27654,acc_7957,20220406,13,22,22,US5949181045,2,1,304.0,3,USD,1212.6
27655,27655,acc_7957,20220406,12,22,22,US0378331005,2,1,172.5,3,USD,1212.6
27656,27656,acc_7957,20220406,10,22,22,US15961R1059,2,10,18.3,3,USD,1212.6
27657,27657,acc_7957,20220406,1,0,0,US30303M1027,2,1,223.9659,3,USD,1212.6
27658,27658,acc_7957,20220406,24,23,23,US91680M1071,2,1,97.0,3,USD,1212.6
27659,27659,acc_7957,20220406,18,22,23,CA82509L1076,2,1,650.0,3,USD,1212.6
27660,27660,acc_7957,20220406,16,22,22,US67066G1040,2,1,250.0,3,USD,1212.6
27661,27661,acc_7957,20220406,15,22,23,US0079031078,2,1,103.0,3,USD,1212.6
27662,27662,acc_7957,20220406,14,22,22,US90184L1026,2,2,50.0,3,USD,1212.6
27663,27663,acc_7957,20220406,17,22,0,US91680M1071,2,1,95.0,3,USD,1212.6
27664,27664,acc_7957,20220407,6,23,23,US8552441094,2,1,82.0,3,USD,1219.1
27665,27665,acc_7957,20220407,1,0,0,US30303M1027,2,1,220.0,3,USD,1219.1
27666,27666,acc_7957,20220407,2,0,0,US22160K1051,2,1,598.0,3,USD,1219.1
27667,27667,acc_7957,20220407,3,23,0,US0231351067,2,1,3150.0,3,USD,1219.1
27668,27668,acc_7957,20220407,4,23,0,US02079K3059,2,1,2700.0,3,USD,1219.1
27669,27669,acc_7957,20220407,7,23,0,US67066G1040,2,1,240.0,3,USD,1219.1
27670,27670,acc_7957,20220407,5,23,23,US83406F1021,2,10,7.9,3,USD,1219.1
27671,27671,acc_7957,20220408,2,22,22,US0378331005,2,1,170.0,3,USD,1218.5
27672,27672,acc_7957,20220408,3,23,3,US15961R1059,2,10,17.0,3,USD,1218.5
27673,27673,acc_7957,20220408,1,8,8,CA82509L1076,2,1,600.0,3,USD,1218.5
27674,27674,acc_7957,20220411,2,1,1,US02079K3059,2,1,2590.0,3,USD,1224.0
27675,27675,acc_7957,20220411,6,1,4,US0378331005,2,1,166.0,3,USD,1224.0
27676,27676,acc_7957,20220411,3,1,4,US0231351067,2,1,3020.0,3,USD,1224.0
27677,27677,acc_7957,20220411,7,1,4,US88160R1014,2,1,980.0,3,USD,1224.0
27678,27678,acc_7957,20220411,8,1,1,US91680M1071,2,1,88.0,3,USD,1224.0
27679,27679,acc_7957,20220411,1,1,1,US67066G1040,2,1,216.88,3,USD,1224.0
27680,27680,acc_7957,20220411,5,1,4,US30303M1027,2,1,217.0,3,USD,1224.0
27681,27681,acc_7957,20220411,4,1,2,US22160K1051,2,1,589.0,3,USD,1224.0
27682,27682,acc_7957,20220412,1,23,23,US22160K1051,2,1,585.0,3,USD,1232.0
27683,27683,acc_7957,20220413,1,1,1,US15961R1059,2,5,16.5,3,USD,1236.6
27684,27684,acc_7957,20220414,1,8,8,US30303M1027,2,1,210.0,3,USD,1227.7
27685,27685,acc_7957,20220414,4,23,4,US91680M1071,2,1,83.0,3,USD,1227.7
27686,27686,acc_7957,20220414,2,23,23,US0378331005,2,1,168.0,3,USD,1227.7
27687,27687,acc_7957,20220414,10,23,1,US83406F1021,2,10,7.3,3,USD,1227.7
27688,27688,acc_7957,20220414,5,23,23,US91332U1016,2,1,90.0,3,USD,1227.7
27689,27689,acc_7957,20220414,6,23,23,US8552441094,2,1,80.0,3,USD,1227.7
27690,27690,acc_7957,20220414,7,23,1,US0079031078,2,1,95.0,3,USD,1227.7
27691,27691,acc_7957,20220414,8,23,0,US15961R1059,2,5,16.0,3,USD,1227.7
27692,27692,acc_7957,20220414,9,23,3,US67066G1040,2,1,215.0,3,USD,1227.7
27693,27693,acc_7957,20220414,3,23,4,US5949181045,2,1,280.0,3,USD,1227.7
27694,27694,acc_7957,20220418,2,1,1,US91332U1016,2,1,86.0,3,USD,1230.1
27695,27695,acc_7957,20220418,1,1,1,US83406F1021,2,10,7.0,3,USD,1230.1
27696,27696,acc_7957,20220418,4,1,1,US22160K1051,2,1,583.0,3,USD,1230.1
27697,27697,acc_7957,20220418,3,1,1,US67066G1040,2,1,215.0,3,USD,1230.1
27698,27698,acc_7957,20220420,5,23,23,CA82509L1076,2,1,550.0,3,USD,1234.9
27699,27699,acc_7957,20220420,1,23,23,US30303M1027,2,1,206.0,3,USD,1234.9
27700,27700,acc_7957,20220420,2,23,23,US91680M1071,2,1,80.0,3,USD,1234.9
27701,27701,acc_7957,20220420,3,23,3,US8552441094,2,1,80.0,3,USD,1234.9
27702,27702,acc_7957,20220420,4,23,0,US0079031078,2,1,94.99,3,USD,1234.9
27703,27703,acc_7957,20220421,2,23,3,US83406F1021,2,10,6.5,3,USD,1237.1
27704,27704,acc_7957,20220421,1,23,23,CA82509L1076,2,1,500.0,3,USD,1237.1
27705,27705,acc_7957,20220422,2,22,22,US0231351067,2,1,2965.0,3,USD,1236.4
27706,27706,acc_7957,20220422,1,0,1,US30303M1027,2,1,183.96,3,USD,1236.4
27707,27707,acc_7957,20220422,7,22,22,US91332U1016,2,1,79.0,3,USD,1236.4
27708,27708,acc_7957,20220422,12,23,23,US0079031078,2,1,90.0,3,USD,1236.4
27709,27709,acc_7957,20220422,4,22,22,US30303M1027,2,1,189.0,3,USD,1236.4
27710,27710,acc_7957,20220422,9,22,0,US0378331005,2,1,165.0,3,USD,1236.4
27711,27711,acc_7957,20220422,5,22,22,US22160K1051,2,1,590.0,3,USD,1236.4
27712,27712,acc_7957,20220422,8,22,22,US02079K3059,2,1,2500.0,3,USD,1236.4
27713,27713,acc_7957,20220422,10,22,23,US5949181045,2,1,279.0,3,USD,1236.4
27714,27714,acc_7957,20220422,11,23,1,US15961R1059,2,5,14.5,3,USD,1236.4
27715,27715,acc_7957,20220422,6,22,22,CA82509L1076,2,1,470.0,3,USD,1236.4
27716,27716,acc_7957,20220422,3,22,22,US67066G1040,2,1,200.0,3,USD,1236.4
27717,27717,acc_7957,20220425,1,22,0,US0378331005,2,1,159.0,3,USD,1241.7
27718,27718,acc_7957,20220426,3,22,23,US67066G1040,2,1,190.0,3,USD,1247.1
27719,27719,acc_7957,20220426,4,22,23,US0378331005,2,1,160.0,3,USD,1247.1
27720,27720,acc_7957,20220426,2,22,22,US88160R1014,2,1,980.0,3,USD,1247.1
27721,27721,acc_7957,20220426,1,1,1,US88160R1014,2,1,900.0,3,USD,1247.1
27722,27722,acc_7957,20220429,1,23,0,US88160R1014,1,6,910.0,3,USD,1269.4
27723,27723,acc_7957,20220525,1,23,23,US88160R1014,2,1,645.0,3,USD,1264.3
27724,27724,acc_7957,20220531,1,0,5,US0231351067,1,1,2404.19,3,USD,1245.8
27725,27725,acc_7957,20220601,7,0,0,US0378331005,1,12,148.21,3,USD,1245.8
27726,27726,acc_7957,20220601,9,0,3,US02079K3059,1,6,2290.0,3,USD,1245.8
27727,27727,acc_7957,20220601,3,0,0,US5949181045,1,5,271.5,3,USD,1245.8
27728,27728,acc_7957,20220601,17,0,3,US91332U1016,1,9,39.0,3,USD,1245.8
27729,27729,acc_7957,20220601,16,0,0,US91680M1071,1,6,46.5,3,USD,1245.8
27730,27730,acc_7957,20220601,15,0,0,CA82509L1076,1,6,365.0,3,USD,1245.8
27731,27731,acc_7957,20220601,14,0,0,US15961R1059,1,85,12.5,3,USD,1245.8
27732,27732,acc_7957,20220601,13,0,2,US90184L1026,1,8,39.6,3,USD,1245.8
27733,27733,acc_7957,20220601,8,0,0,US83406F1021,1,80,7.1,3,USD,1245.8
27734,27734,acc_7957,20220601,12,0,0,US0231351067,1,5,2425.0,3,USD,1245.8
27735,27735,acc_7957,20220601,11,0,2,US22160K1051,1,11,461.0,3,USD,1245.8
27736,27736,acc_7957,20220601,5,0,0,US30303M1027,1,2,193.0,3,USD,1245.8
27737,27737,acc_7957,20220601,10,0,0,US67066G1040,1,11,185.0,3,USD,1245.8
27738,27738,acc_7957,20220601,4,0,0,US30303M1027,1,6,193.0,3,USD,1245.8
27739,27739,acc_7957,20220601,1,0,0,US88160R1014,1,1,741.0,3,USD,1245.8
27740,27740,acc_7957,20220601,2,0,0,US0079031078,1,6,101.0101,3,USD,1245.8
27741,27741,acc_7957,20220601,6,0,1,US8552441094,1,7,76.5,3,USD,1245.8
27742,27742,acc_7957,20220621,1,23,23,US67066G1040,2,1,169.0,3,USD,1291.7
27743,27743,acc_888,20220202,1,0,0,US7710491033,2,5,66.8,3,USD,1202.4
27744,27744,acc_7039,20220103,8,22,22,US74347R2067,2,2,90.0,3,USD,1185.5
27745,27745,acc_7039,20220103,2,0,1,US74347X8314,2,1,168.5,3,USD,1185.5
27746,27746,acc_7039,20220103,3,1,1,US25459Y6941,2,1,135.0,3,USD,1185.5
27747,27747,acc_7039,20220103,4,8,8,US74347X8314,2,1,171.0,3,USD,1185.5
27748,27748,acc_7039,20220103,5,21,22,US25459W4583,2,1,69.72,3,USD,1185.5
27749,27749,acc_7039,20220103,6,21,21,US74347X8314,2,1,169.25,3,USD,1185.5
27750,27750,acc_7039,20220103,7,22,22,US25459W4583,2,2,69.5,3,USD,1185.5
27751,27751,acc_7039,20220103,9,23,23,US74347R2067,2,2,90.4,3,USD,1185.5
27752,27752,acc_7039,20220103,10,23,23,US25459Y6941,2,1,134.0,3,USD,1185.5
27753,27753,acc_7039,20220103,11,23,23,US88160R1014,2,1,1153.0,3,USD,1185.5
27754,27754,acc_7039,20220103,1,0,1,US74347R2067,2,2,89.7,3,USD,1185.5
27755,27755,acc_7039,20220103,12,23,23,US74347X8314,2,1,169.9,3,USD,1185.5
27756,27756,acc_7039,20220103,14,23,23,US74347X8314,2,2,169.0,3,USD,1185.5
27757,27757,acc_7039,20220103,15,23,23,US25459Y6941,2,2,135.0,3,USD,1185.5
27758,27758,acc_7039,20220103,16,23,23,US74347X8314,2,1,166.5,3,USD,1185.5
27759,27759,acc_7039,20220103,13,23,23,US25459W4583,2,1,70.0,3,USD,1185.5
27760,27760,acc_7039,20220104,9,20,20,US74347R2067,2,2,91.6,3,USD,1190.8
27761,27761,acc_7039,20220104,8,19,21,US25459W4583,2,1,72.82,3,USD,1190.8
27762,27762,acc_7039,20220104,7,19,23,US25459W4583,2,2,72.5,3,USD,1190.8
27763,27763,acc_7039,20220104,6,8,8,US25459W4583,2,2,70.0,3,USD,1190.8
27764,27764,acc_7039,20220104,5,8,9,US74347R2067,2,1,88.0,3,USD,1190.8
27765,27765,acc_7039,20220104,4,0,0,US25459Y6941,2,2,144.5,3,USD,1190.8
27766,27766,acc_7039,20220104,3,0,0,US74347X8314,2,2,165.2,3,USD,1190.8
27767,27767,acc_7039,20220104,2,0,0,US74347R2067,2,2,88.5,3,USD,1190.8
27768,27768,acc_7039,20220104,1,0,0,US25459W4583,2,2,68.9,3,USD,1190.8
27769,27769,acc_7039,20220105,6,8,8,US74347X8314,2,1,149.35,3,USD,1194.3
27770,27770,acc_7039,20220105,3,0,0,US25459Y6941,2,2,145.88,3,USD,1194.3
27771,27771,acc_7039,20220105,1,0,0,US25459W4583,2,2,70.0,3,USD,1194.3
27772,27772,acc_7039,20220105,7,23,23,US74347X8314,2,1,161.0,3,USD,1194.3
27773,27773,acc_7039,20220105,4,0,0,US74347R2067,2,2,87.4,3,USD,1194.3
27774,27774,acc_7039,20220105,5,0,0,US25459Y6941,2,2,146.0,3,USD,1194.3
27775,27775,acc_7039,20220105,2,0,0,US74347X8314,2,1,162.4,3,USD,1194.3
27776,27776,acc_7039,20220106,5,23,23,US74347X8314,2,1,149.95,3,USD,1198.2
27777,27777,acc_7039,20220106,4,20,23,US25459Y6941,2,3,142.52,3,USD,1198.2
27778,27778,acc_7039,20220106,1,8,8,US25459W4583,2,2,66.22,3,USD,1198.2
27779,27779,acc_7039,20220106,2,19,19,US74347R2067,2,2,82.8,3,USD,1198.2
27780,27780,acc_7039,20220106,7,23,23,US25459Y6941,2,1,142.0,3,USD,1198.2
27781,27781,acc_7039,20220106,6,23,23,US74347R2067,2,1,83.0,3,USD,1198.2
27782,27782,acc_7039,20220106,3,19,19,US74347X8314,2,1,148.7,3,USD,1198.2
27783,27783,acc_7039,20220107,1,4,5,US74347X8314,2,1,144.2,3,USD,1199.6
27784,27784,acc_7039,20220107,7,20,21,US25459Y6941,2,1,146.28,3,USD,1199.6
27785,27785,acc_7039,20220107,2,4,5,US25459W4583,2,1,60.0,3,USD,1199.6
27786,27786,acc_7039,20220107,6,20,22,US74347R2067,2,1,83.0,3,USD,1199.6
27787,27787,acc_7039,20220107,4,18,19,US74347X8314,2,1,148.5,3,USD,1199.6
27788,27788,acc_7039,20220107,3,4,5,US74347R2067,2,1,81.0,3,USD,1199.6
27789,27789,acc_7039,20220107,5,20,22,US25459W4583,2,2,66.0,3,USD,1199.6
27790,27790,acc_7039,20220110,10,18,18,US25459W4583,2,1,60.0,3,USD,1202.4
27791,27791,acc_7039,20220110,6,6,6,US25459W4583,2,3,60.15,3,USD,1202.4
27792,27792,acc_7039,20220110,9,7,8,US74347X8314,2,1,144.6,3,USD,1202.4
27793,27793,acc_7039,20220110,12,18,19,US74347X8314,2,1,143.5,3,USD,1202.4
27794,27794,acc_7039,20220110,8,7,8,US74347R2067,2,1,81.29,3,USD,1202.4
27795,27795,acc_7039,20220110,7,7,8,US25459Y6941,2,1,148.53,3,USD,1202.4
27796,27796,acc_7039,20220110,13,18,23,US25459Y6941,2,1,150.0,3,USD,1202.4
27797,27797,acc_7039,20220110,5,1,1,US74347R2067,2,2,77.7,3,USD,1202.4
27798,27798,acc_7039,20220110,3,1,1,US25459Y6941,2,1,146.0,3,USD,1202.4
27799,27799,acc_7039,20220110,11,18,21,US74347R2067,2,1,80.0,3,USD,1202.4
27800,27800,acc_7039,20220110,1,1,1,US74347X8314,2,1,134.8,3,USD,1202.4
27801,27801,acc_7039,20220110,2,1,1,US25459W4583,2,2,55.4,3,USD,1202.4
27802,27802,acc_7039,20220110,4,1,1,US25459Y6941,2,1,145.7,3,USD,1202.4
27803,27803,acc_7039,20220111,5,19,20,US25459W4583,2,1,61.0,3,USD,1200.0
27804,27804,acc_7039,20220111,6,19,22,US25459Y6941,2,2,148.67,3,USD,1200.0
27805,27805,acc_7039,20220111,1,1,1,US74347R2067,2,1,82.1199,3,USD,1200.0
27806,27806,acc_7039,20220111,3,1,1,US25459W4583,2,1,61.5,3,USD,1200.0
27807,27807,acc_7039,20220111,2,1,1,US25459Y6941,1,30,147.91,3,USD,1200.0
27808,27808,acc_7039,20220111,4,7,7,US25459W4583,2,2,63.09,3,USD,1200.0
27809,27809,acc_7039,20220112,9,23,0,US25459Y6941,2,1,152.0,3,USD,1195.2
27810,27810,acc_7039,20220112,1,8,8,US74347R2067,2,2,84.24,3,USD,1195.2
27811,27811,acc_7039,20220112,5,19,22,US25459Y6941,2,2,152.99,3,USD,1195.2
27812,27812,acc_7039,20220112,3,19,19,US74347R2067,2,1,83.95,3,USD,1195.2
27813,27813,acc_7039,20220112,4,19,1,US74347X8314,2,1,150.8,3,USD,1195.2
27814,27814,acc_7039,20220112,2,8,8,US25459W4583,2,2,64.26,3,USD,1195.2
27815,27815,acc_7039,20220112,10,23,0,US25459Y6941,2,1,152.21,3,USD,1195.2
27816,27816,acc_7039,20220112,6,19,19,US25459Y6941,2,2,153.4,3,USD,1195.2
27817,27817,acc_7039,20220112,7,19,19,US25459W4583,2,2,63.52,3,USD,1195.2
27818,27818,acc_7039,20220112,8,21,0,US25459W4583,2,2,63.5,3,USD,1195.2
27819,27819,acc_7039,20220113,2,8,9,US74347R2067,2,1,79.8,3,USD,1189.9
27820,27820,acc_7039,20220113,5,23,0,US25459Y6941,2,2,154.5,3,USD,1189.9
27821,27821,acc_7039,20220113,6,23,0,US74347R2067,2,2,84.5,3,USD,1189.9
27822,27822,acc_7039,20220113,4,22,23,US74347X8314,2,2,76.84,3,USD,1189.9
27823,27823,acc_7039,20220113,3,22,22,US74347X8314,2,2,76.34,3,USD,1189.9
27824,27824,acc_7039,20220113,7,23,0,US74347X8314,2,1,76.5,3,USD,1189.9
27825,27825,acc_7039,20220113,1,0,2,US74347X8314,2,1,73.5,3,USD,1189.9
27826,27826,acc_7039,20220114,1,1,1,US25459Y6941,2,1,144.0,3,USD,1188.2
27827,27827,acc_7039,20220114,2,1,2,US25459Y6941,2,1,143.5,3,USD,1188.2
27828,27828,acc_7039,20220114,5,8,8,US25459W4583,2,2,64.34,3,USD,1188.2
27829,27829,acc_7039,20220114,3,1,2,US25459Y6941,2,1,143.0,3,USD,1188.2
27830,27830,acc_7039,20220114,4,8,9,US25459Y6941,2,2,147.0,3,USD,1188.2
27831,27831,acc_7039,20220118,3,0,0,US25459W4583,2,2,59.5,3,USD,1192.3
27832,27832,acc_7039,20220118,4,0,0,US74347R2067,2,1,78.5,3,USD,1192.3
27833,27833,acc_7039,20220118,2,0,0,US25459Y6941,2,1,138.0,3,USD,1192.3
27834,27834,acc_7039,20220118,1,0,0,US25459Y6941,2,1,138.5,3,USD,1192.3
27835,27835,acc_7039,20220118,5,0,0,US74347X8314,2,2,68.0,3,USD,1192.3
27836,27836,acc_7039,20220118,10,23,23,US25459Y6941,2,1,143.14,3,USD,1192.3
27837,27837,acc_7039,20220118,13,23,23,US25459Y6941,2,1,139.88,3,USD,1192.3
27838,27838,acc_7039,20220118,6,0,1,US25459Y6941,2,1,137.0,3,USD,1192.3
27839,27839,acc_7039,20220118,12,23,23,US74347R2067,2,1,78.0,3,USD,1192.3
27840,27840,acc_7039,20220118,7,0,1,US25459W4583,2,2,58.3,3,USD,1192.3
27841,27841,acc_7039,20220118,11,23,23,US74347X8314,2,2,68.0,3,USD,1192.3
27842,27842,acc_7039,20220118,8,9,9,US74347X8314,2,2,66.47,3,USD,1192.3
27843,27843,acc_7039,20220118,9,23,23,US25459Y6941,2,2,143.0,3,USD,1192.3
27844,27844,acc_7039,20220121,2,23,23,US25459Y6941,2,1,124.31,3,USD,1190.4
27845,27845,acc_7039,20220121,1,1,1,US74347X8314,2,1,61.88,3,USD,1190.4
27846,27846,acc_7039,20220125,3,18,21,US74347R2067,2,1,67.0,3,USD,1194.2
27847,27847,acc_7039,20220125,2,18,19,US25459W4583,2,2,43.5,3,USD,1194.2
27848,27848,acc_7039,20220125,4,18,22,US25459Y6941,2,1,116.01,3,USD,1194.2
27849,27849,acc_7039,20220125,5,23,6,US74347X8314,2,2,51.0,3,USD,1194.2
27850,27850,acc_7039,20220125,1,8,8,US25459W4583,2,1,41.5,3,USD,1194.2
27851,27851,acc_7039,20220126,1,6,7,US25459W4583,2,2,41.5,3,USD,1197.8
27852,27852,acc_7039,20220126,2,6,6,US74347X8314,2,2,53.2,3,USD,1197.8
27853,27853,acc_7039,20220126,3,7,7,US25459Y6941,2,1,122.7,3,USD,1197.8
27854,27854,acc_7039,20220127,4,21,23,US25459W4583,2,1,41.5,3,USD,1197.0
27855,27855,acc_7039,20220127,5,21,2,US74347X8314,2,1,53.0,3,USD,1197.0
27856,27856,acc_7039,20220127,3,8,9,US25459Y6941,2,1,120.0,3,USD,1197.0
27857,27857,acc_7039,20220127,2,8,8,US25459W4583,2,1,37.0,3,USD,1197.0
27858,27858,acc_7039,20220127,1,0,0,US25459W4583,2,1,40.0,3,USD,1197.0
27859,27859,acc_7039,20220128,1,9,9,US74347X8314,2,1,56.7,3,USD,1202.4
27860,27860,acc_7039,20220201,1,1,4,US74347X8314,2,1,61.0,3,USD,1202.4
27861,27861,acc_7039,20220201,3,1,4,US74347R2067,2,1,73.0,3,USD,1202.4
27862,27862,acc_7039,20220201,2,1,2,US25459W4583,2,1,44.2,3,USD,1202.4
27863,27863,acc_7039,20220202,1,23,23,US25459Y6941,2,1,131.0,3,USD,1202.4
27864,27864,acc_7039,20220203,1,0,1,US74347X8314,2,2,59.5,3,USD,1205.7
27865,27865,acc_7039,20220203,2,1,1,US25459W4583,2,2,45.0,3,USD,1205.7
27866,27866,acc_7039,20220203,3,1,2,US74347R2067,2,2,71.0,3,USD,1205.7
