,index,cus_no,act_no
4061,23963,56ff6c32e60a77253d2840515814643545055a69c1f6200d58f5a5b32063b6fb,fc0f3a653ea5351c022a376f52d8f15e127b2227e17fa51271e9b41b193f7878
4062,23969,a8023caf049415a7de53d29370cd9b441dc83afe1a68c79005d2be2e960d8ede,25c8b9535a9046e87e6978d9db671aa39bf3b9da114ba7a676d5d9d0d45ccd55
4063,23975,1f3d2cd4421dedc756b2269a5d1c69d3cb6bf50c8d8cc89154a4ad581c6a029b,281f9296ebc6a47275b4f8fe9b9647d614112793dd1e8b5f6b0e7c41e7b4bcb1
4064,23981,98f6e2a0923caca89239fb1d2dc9baee72ad937d28f54a0e3bba195f98a244ef,f0c2ea92614ec1f2c546aae1e9f4056def43f04107823398d97cbebb68fa2201
4065,23987,576e6c6e26b0ff82a11c1079174b0bc272b4e7e4a6f4ffdf06eb01d0e4f2760c,88ef82ee07d73e2fa9e20a7e9ebac302d4f2485929b4e869c0f3e73a64dde609
4066,23993,17214ffa073aeb28a1b75959824fe2506ebba7474c383fc580c958ea664ac9c3,9c3f492b86e04196434f61a9064e1779ab65a2c7f40d5b6737c86335bd106ba3
4067,23999,1c551c1eceef6da36b8bd55083501ee7fdf9b0bfe78404a48bd9f049d50919bf,2ae75a77c8f64ea19ecf2a584d0c7d68c016ca3af065c2a7732b6bd9f5732b17
4068,24005,18bfcc38302b39df6f546e34e6f99b520aa766ad1b60dbf6729f954697536ea9,9f71630a974610dce715384fff57ded9bfdf0bc1cbea6c7b6f1e3ae1dd3ed173
4069,24011,c2d81fb2d567143622f5aa9e135652d10634bf109bd26b4552188ea363ae4e27,4a1324ab7b2aac0296063dde152ece971b12ccdc5f4c78a7b19063193779ec08
4070,24017,0380b826cad3b1cdb8468b0cebe06b15fdccd5b3206f73e964df99f1e4344a9e,c2d2f8e8d39e9c00d256831ca287fce248ac1abac2e2e706be9a3983a204103f
4071,24023,4df795b9c94ba826a8aad0bc19059cae9961767a1f4eccebbd4d549f75ba0d04,05ce9ddced928547652998ce161e1d4f06db545c5c78be893b649e9323f97d79
4072,24029,b936db9436834bc3319270a7c594bd5f167864af4bc546b6fe45586fdb19c891,96b6bd0faed6f69645345f70b9bd825e473eaee5fa4f7108800a3893be6e3af9
4073,24035,9333807e60c21204686cd32d3d23318527e0ed4de2e0551b53867f05c6de092b,bfa5222a5f3bb101ac53a471efc93ece26d5989fdeaa47f7ec94d66466a6b19c
4074,24041,730d4a74d68cd7584002009989ae7e93347d20a94c4d9c9dc55868a4d96a930b,faeb9d423f257ae44b924a8429dfb03dd4b9a690322dab5c908bce98346910ed
4075,24047,dd2eb02aeb08d53bb3a27a03230f4067aa323ee7b9169b32c5254f4c0b0215e6,5fa2dce8a73da3ab9529384e1593871a00fe9adeb5cbb8f995203ca7adab6c4f
4076,24053,559ec13ba41e220a05f5fe4189228dcb2a26899f105563db7c878f984d4ec6e9,2348097bed716d9f03defb6bcde400f44f95b78581c48cf5736c755afef44875
4077,24059,b165e2b5912a203ff8208bd62f213cfb4d29fa7fcb41e9e94ed62198d557abec,f86d43c78a3cadfdcedc74946c8fd482bea63b0b27734d71a32de2fef1f55b43
4078,24065,a132ce99f9230808c4b1f87413b062fe8eae09759fa05d2d1158d8b31664e557,7f1cb2c4019dd39673f705f7a9fdd8308a6d21ae69edee86e519858af7301db6
4079,24071,d53dddb9630313b2dfd5dfd0d45b752294eb488ce47f81c7061f2d5031f982ad,c1edff696212f5cef558529eac640d5b8d32d3cab2cbd674790d1e04c530533a
4080,24077,4d8789013cf2e12b000acff86cde9a71f20658e419cca911e55fe6aca3a48341,2fe6debb2deb7304ef8656b2d7cf6b6e07bb022d75a0d1e58bd35bdeefc5f816
4081,24083,f8114cc91a480c390ddd62108f6eb2755b1b2f8d9783130ebc6620f7fe37803e,3230b7bcf619cdd000db06549bf359a50725677bc1410e9e7d4eca84641ae5b7
4082,24089,52d30a3cf80cb8722539cb0637252e956675ce9c6e88e8f352665fad08bf96f4,8143f3b82431aaa3e32c1796d2aedc1eeaff78546b1e52c5bb6c6cbd3aa0f35b
4083,24095,ac81baa915afb96988a41f0c71349662efd3de2fb8f8771a97ddb4b57f993371,4ff80a348b39ba92a774251e46b2e8a64abb49244fcb7ad2a6a330243b63f3f8
4084,24101,50fe0bbd8b17b1cf99bfefd3d534eed36b8f3ff0b0c5a331dd3c329160ca78fc,57cdd7cbc6a7c1ea0dbd7507698f2c34b47f71a8112a05bc76ad45088227d9ae
4085,24107,1e2b97ec943c44ddd5bfac2ff457c923e58394db3456d641142cbbee631c8605,328d3ce5b1eecd5bb60e828aa8ae2fed08a12ebbaed3a715cc41e33881603b7c
4086,24113,b2cd689e02f168217196cd2052f1c25708dc5676be82308396aa08dfa8a53cd7,0c1b1221a193741dfb9f224c698c307dba92ca1a8c0f589bf097dd381df69dfe
4087,24119,120d5bc987bae03d0cba3c32c1995bb906b63063204c75711d689c8da58a9ea9,398501173fc6f1b3b7a7f9ff90b42454b3e012ee29b88b878ba757ec0bb8ed9e
4088,24125,96aa40a803c2ea613a383bb2ab2fe3ace821627f091b55a6f93c5b1d746ad35b,7939d8dbf104ffb80dd13cc4a7d912b72739c58349c69c4b7118fb0e919a2a30
4089,24131,65810a0890c8a1b10efdf00513e90fdc652462e343bac2a4671c8f86c7a42487,6cec4486d5df79ebb6612839abe600a4bce3dca416b11f84878f4f9e74352e05
4090,24137,2d895119a8c06ad4fc4ddd8d63d3987e4619112504a1561ebc5a8ff1f8d8682b,31d5a88373a040a3c7da056ec8bfe18e09b5ba1cb224d5aa235c3f877e357a1c
4091,24143,eb00a2de5dd0368bb5fd3254ec1c24c2d349d3371f1302e7a82afc661d032cf1,90c6492d912f995a27956d2ad0cf277c1008221b445bd33efc3535dc8ca404de
4092,24149,be0a1e2e495d8f0aa10e27243082ee2d375ace4269cb78c2c1ead8b40b6b143d,7b291e8f5d04a2cdf406f9eb937976d4a8f71911bf0b9c4fad8a64c9bd691245
4093,24155,c17d5fabeeb529897ee35ac33ec1ec68d0de4bdd4994aeb3beccbb3a34ec69ba,266d75df66579ba1c2ea0094b04998b7bedeb945a5d0af4eca5be70948eb1762
4094,24161,a38f1256625a779067954524c0f7e56894ddafaca07c9dd51ce2f6c6c26e943f,6362fca4c5930ea0cad87de104eb3f20af07ad37cf500877f22420a9dd4406ee
4095,24165,34f605ff2b061fa3d95a91869eee8895c401507f7ea96d4c40f8422ae20d625f,8d0ff4618b92efcc42e828d6641d8dfad3dd098b68490e76c90297c86d53ee9e
4096,24171,db7b6bc562d62dddf903bbe13cd3e5144d4769f419b5476224026ec59bc51d95,f77ff40aded8ddb7d17411163f4d9ef0c0b6e824f9cc3d52e937c28d418803ae
4097,24177,e31e794ff386ecbee903226db4c6e3e118e4fb80137b820783dfa46fc4b86c71,2c1652ef16cbc206d00a8246f7991bceac9d9c3101197b3726ea989228a4c5d6
4098,24183,4366fd14e91657677f5447702d9be513845eb93feb66a6d856d2fa4cb7c2af73,5aba3fcebf84f45ef67721c0fd9040981fb99b13c267481613264a39123a896f
4099,24189,942c36b97b576ca90ac6bf256eb5f21e9ec32808d8c24e08d94eca56794ea54d,b157805495829cdfed08a3d39de072e9a2bfbfdb385d692f710f495ae4201906
4100,24195,d2a76fc35c001e5f0e7a76fe6b88a52026aaa238caf4a7f61bbf0c53e90963aa,f45d06e24be712f8f6d4d0bc1a9d459587a0165cb814ae5328828888b7668577
4101,24201,ad24604b0148878a94bdd20f6350836cbdd1fd483928831186bcdc329019ccfd,2954bc0b478a809df1dd2799814cc42baced3e76af64b5f6fbf3c9b365785713
4102,24207,78287811aa2ea1ce3480082faa567a142d80e5b30969e2887239efab4e82deba,90e89637ff8c3814cdd00c7f9ea885988991b770eab9275a909e5e617811459c
4103,24213,3dece680b42e25d686560939dbc20823a6b268deddd5226c451f76b07c26f57f,95b314f779cdcb96b9666fb42c820ac6f57116f9aedfc759f005cd3e31c1db4e
4104,24219,cd6bf3cd86972d352a6381bac321469765720777cc6bb5a1087d62f580ff68ad,a9a8a51b7070df12c6d67752edf3137df79d05aea701f18916e76fdaa9201a5a
4105,24225,f0ba77afb68a63277f393aa94bf5b63b10339c691f1462a876d56d9fc89e6520,e7777188cced99bccd19232d90ce537ff6612b00b2d73045d3818ed317826c90
4106,24231,eb211a00d72b47f12b0043291b781962a6d6a6b1e36848c758d81b57147c8c1a,4dc31779937c8be065f5af0ef1f5eddbdb6ca28981d75fa2b794cb5fdbe4cef8
4107,24237,596deeeef192739f7feca500da33ecef70ed50457672f03ad3949fafe36b2bf7,2d08c3127251c12e22313a08a1cbceb6ab3b7d066a8f0877d911ebae833c4454
4108,24243,f46e700d205ba5a8f5a759567f8ab61ccde75427c1f91e453b4d4809a5eb4e9a,8f28b99258164e8c8778d0d658acdacfd19a9903f0f8c5adcd767c7c1f0603e2
4109,24249,b051f8a127833c4a511fa0bdeeb5411e8bd8c74642e681b6888c3b71bc8f1918,d6955bedcefacee13aaa4893d3975dbc593c21f39e616258785eb2cd82dd6cff
4110,24255,7cb7e4ef6e91635d6fdf79919b46a979329c2289a80a4438e1386eb0bbbccf6c,32701a868f671e67d61eb465dce0be2f8d8ba998d967622c544db39c4c4d4fe2
4111,24261,3df42854a86a6955e663c7ae7c2ce68bc848586e282473232822132f6d4ff2be,af2c6b7a0a6dd24bc256243545c9e825d7fe0311df19177a48227aaaed549f2d
4112,24267,ccbc7d68e3869c7d71ba0344d7c8a9a60ebd70137aa59d8126db6efd9c36d9ef,78f43445dcbe4d7c683dda82664e7211b276bb9e2ae995e952201fe6050acecf
4113,24273,e74883608038c0206934ec355d272c82e6acda19766eca3c3e9714a78aa1ba4c,1cf6b76b4ee15ebc98dbd6ee164addd73fc1885f1d8c9a9cb257d8b4851c6c29
4114,24279,a1cc947016b2d25f4c4213d8861bd221be50589731c0f59ca10a3627564d05d5,ee17e345a5bceb8e336c8963508047b89b2db5b3a1de4e2d69283f941e012b38
4115,24285,fa62d6604b694e221037d34351752602fdfc7dba6a965c66ccde78e571b74ead,18bb3d1e03c86b3b597fae9b7a838efe28689d45fdc356575efe873460ee990d
4116,24291,c96ce85d0fe4845578cc6aba29b5e40c3e823ed2d3ca6d0c2ca5f3400572b504,80537f4df0127462daef46b003d59b1458bd4b93c7b2e5beef52b9c2d0996f1d
4117,24297,9dce17ab284cf3ca6a137eec8c596f17d30f416f4f39224bf9cb6e571e948e13,ade907687317500209b45b91581023085c7544fce7f13a7938abf1d922d7c0fc
4118,24303,d55e88105d03264158ef32b000f9a68ab4b28041bb9011ae474f5c856263f170,0b3591d8e6138fdfc3e5919903b2fb62f376a26fa909a6b197a6947a86bd1fc5
4119,24309,fbde3de59c01ea65fab928428c6ecd51fe10c95f5cb2132ffac5854d5535b4f6,cfbaae6c8cf80592370ccf1571e2e2faf0e5d3809274cb1212d7b8833890f092
4120,24315,17a15b5060fec8f2e1831b3d922b8830cade31a75f369ddbca76c27475e465bd,c233981b681509dfe1925c643a24882fb44987d8a9e93cb7a666efc0b092688f
4121,24321,ce23e769e071be9232ea122e911e8adc5a5f0105dac3bd36216339b7a8faecca,7ebe683e58a02edd4f3512bcd79a9b04f4dbcec2b82816c7351467c994156ff4
4122,24327,1f8092c6f8176c7b4927c821e6302892a0c876f6e8890f8f2fcc05b371e3020e,2a4aafb50bf4c438e6bd8c1703296257f5af250fe6a24776ca8a1287525b1254
4123,24333,6bf32c16b54baabc1df0595486fa29ce3b220b47336326ffb1bc15dbb859a5bc,6d736b30d1a694d05749b027d6b05d14444d254edb6261754282d79913e7f054
4124,24339,360b1f06d86f2ac8f7bb83ad3de31103a92eb953e81bd8955682a95b199f6fd5,e975f3a60d7e11ff62fb6c5a35079c76d532a3c114f44596c3703d795f14098e
4125,24345,cc01c4fdad1d652b1cb03aa36ccc24f7e560742283a1943da51507ba4dde5160,45dc72e18815f89522ef01980b453d6e9f8e4289aeb0d0d50ba3a136cf2b80ab
4126,24351,6a6d02c7bc70d29169357d68d6d97c19c55fe843a6af1b12bd6c30aa95a483fe,8d6114e7e2998f9519b2382273ae734f4047b66fb957c789c293a3230e23f8b0
4127,24357,d385c205762c92f95b04cd4f9d41d8126ff61a23a1f76fce8730e5a4a5ec20c3,b4b642e31fc39d9eb9a9474de1e7b984c86faf7e68d9ee8bae68b9983aa664ad
4128,24363,45c5f207c8dcd148f16859ea5bd46c0e72dd8977f19681a4f1250cf4f3fed620,c1ebac1a4a74136f93b070823d5c20c96f1a23d0452f1bd3f260375c8ab786d9
4129,24369,804f616a01fa3c2bc8e677306164ae025824ebbb9c7d71379f233b708041b341,140a050cbee1a9fa2e84fb1391346d51a5713b624e1a4eec3c2ad52a80e9527f
4130,24375,ba385803a5f631550399f109207521f5d510c2e03fd78489678dc60e3c9cd1db,afe67134c7c8a4f185e7dad237577181e8ec8e3cba9b6bbb653b83313312966e
4131,24380,29a1e0b5fce593f447571691acaf84b819740a3d19a7cd75d31427c1fac9cd02,830eb974d22249dcb3615f21f3ff92b37efca25c234d891494521ad83f8bf152
4132,24386,d4eb65a7666d6a36b426aad56d3b5410a92b0395b8ad86fb1ff7de283b4c8faf,2e0db1097ef5171b66e249fd6af85c6854011333ccf2ee12a4ef327d62c4829d
4133,24392,845e092c518979ee8a6f2fb2d81af37eacc644313c1a3a4aa98c3151c3c2ca38,d9e7f352cf1e7f5edf822a08d3f921c485b7a9657985b9bef2459cd49788639b
4134,24398,bf00cb058f9c6e72eaf7089580617a17d3436103f213215653f482c5bfa817f8,94e095d8a90dda885ca98172cb62a2fcb00fe194a651565851140539f236202c
4135,24404,8047ef3fbc0ae311634ec2911859be651b5a54cf0dc759a1235fc8016015ecb2,e179acb2825dc09bd8d2e84b979fbde5a7e2b8e164d860af19a33b68ee31e67d
4136,24410,50718a93b07da5e1ee193737f9fd93b4b1635a78a94d8c248bbab23f5af920bb,512f34d7002f0d041ea80ce2109151f72892f4a57a826dab2c20fbd7bac5c724
4137,24416,15681700e2789642e1527be9c70f78cbc5da618f1836dadb2088fef9d7300cdb,68f5c88f366c1a55ae0872e0e5bb765a8f0d763242f61e02c9f578c04404df24
4138,24422,2a17194c54facc01a6d6de0f3ec232e6933a1c44cd7859866c8c7d50217fde01,6a5b56f56abc0488379fbc8b1318359e502dde18472548f147eeefe502f7d8a4
4139,24428,f5277fc84f0d42947806e725e89e8abef6f23bf5dcb4117a8986a9669ff4d449,f5027bddb4b9b7fa965bc4aa5ca869183d0064136d5d825ffc561dfe6f6287d8
4140,24434,02bae6a76405450879d380ee3f7c92768b2e31462667efcf2ab80bf5bed490f8,7641d1d775aae1311645016af1d89d78ffbbf8aa56fdaa8174ebfa73550acff6
4141,24440,f8e421126386ee234db841584febbca35b48ee6e6ae754a883a7cca441077346,c767ff69680d97ec3c568715b5c75c4fa85fa875acf2a7cca8846ce34d8a6900
4142,24446,bcf012c4c3498f61e67b1e3f1784db0aa23ce1af8f53450dcf64c23060c8f606,1bd9816efd6fa864b2ef4dfd50144f052dfcfbd92fa116e35fa09ee003bf9bee
4143,24452,9b733ecd5aebfbd68a33c26ef14e45a97c34dfb48df4d7c695de9cd938a2bbc2,3f997610e2a54cc1f28063b00c20fec01ce316615c06773b2a64dce67188c8e4
4144,24458,68cda754a819786f49d5f96b2ef134973c4a3034fb003d79a77543c6d7e87c6d,cb8974ef862de8e8ecc72267c41e197044a2f6f41a1a6999ba7153324ab1d184
4145,24464,9c50f2024b5f8bff1c9f19cc5bd59660277b11b9725929a4ac6c7cae8ce040bb,c25b4c95aa0dc52a892b66734c4fc0c7f80c0515f05709ca99aeee6e99505b78
4146,24470,6e6dbe930140749bf55dac0cf02757c31a0d72068c835d0b389a4539b8f31744,e693651abb1b720e2c91989e305bcac4e8c775fb611f21f62c0005942908baf9
4147,24476,3506f4a23da7ccba9908e5100ee57178279bdd32e6c9516f7cdf7119711ed29e,a9d2e2465dd0c43c05bc27cab47e76df9dfd8ebc0dbc149fa2dc42e27c8167db
4148,24482,77a393c66fdff924cd367345439f5659c129bfa6c3538f247e75c5d267ecc16c,23077ca9c9a83e6b0703449d7d4064d94f4c762050f01448c3789f8fe95ee6bf
4149,24488,7625b6c2e59926b9cc4dfffcb764df2e68e8a52879af1134f73b166a3c1dfa92,3b8876ca8531ba5508e954087a7f64e114a60cb50e8d3d1dd0dc88bd69422898
4150,24494,4b41d8189cdfe9df854c499826d38c28b480f0a00f5a9e35c0bf7393693acd11,8876594afee656a5e4019e3478b15d8f72b15a1d17799d74566ce2877e031912
4151,24500,c2198ed9c801e11300e67756a80c72de37d8b2e6e2209a07194a03888d3eec4b,2963093ee228bf55cfba510b36c114768c6609711baaf2edd9834850233a6a13
4152,24506,c33dc581076f53a432f98af9b90f5f067bff66aae4808a4e71a06303a5407aea,610072c89fb5c1edbfa31f8aa0b767010d0ef35367b37dfb40add5a9df51680a
4153,24512,687d4ae3151061b349aa010d06dc0c320911534a5b65e13ffedf64d6ed2cf439,ed06b6cfdd635809af921c1d3da56b7c314296448b64ea06496d432660d592df
4154,24518,af6ba138d82ee396b06c4bd95f1106f7d2cd81955975441a58c9ff22a8162cdb,f4d87738e26b69f61a3e8ea37151b9b81a28b2f73a982f3ec7fc164cb2d2019f
4155,24524,2146546d75ce62cc6b05d7137ca279503ca99006b3428e407be721ed742f431b,cd5aa591735b4735cae30ca70c434b9192d2db70a1c7b3b26ddff071ef8f507e
4156,24530,6e82f034b2b736ad4e4ca580ed40446d63d7b5e88eb7c125b85a23489c30a946,c2e30fd8dfaed47758ff2c5ab553b38dd94dc3796d4ae698fafdf74d17921f36
4157,24536,365ec14eabf33cc028a1d54df71e7cf31d9e19716a261421839c44827cbd6966,85844c077e8b18d89610e2caecdf8116922b376f01ce10b7682f2cb23fc65112
4158,24541,f0f35d03d3a7fbf7af2631fd90d40432db76a1c34738caaeeb4cdc7c34215cd1,b717f9ce30b418273ed3c687429ceb74f3e34267c6bf80b41e8f65b60dc5510a
4159,24547,7e55cabce9088fae9ca910df00620181cdb9c66c4343160b4e2e33fab77debd0,e9c35eb43aa363668648b3f34c9dc33deee88dfdf8f2289e8215704de918875a
4160,24553,6acc7ed81c63ca0d5dcba18e61fe9689329e57e23d154b1b2ae772b88b0aca14,cb8ec9f350f110254bde72b3e8da08273fccabb05ba4143ba5dd81c98433ac6b
4161,24559,24aaf774146bae54a8c76c4a429bb128ffbe39296d3d2d245c54b410bc9adaa8,d466c83eaee53a6272319c53cf5805b6ef1a42e56d2e4a188f3e2d3af033a9a0
4162,24565,ee0e1ba55ba1899ada8162b4b4532345a4350c1a9f4aa427cc87b5337fd9a1bc,8e8e1c973f5dc7d7cc718d2a7627311d073434a4d1c295ef80bad3d7daa6df9c
4163,24571,d8dbc5a45b15d6129eb2baeaf1a186d6c48a71b6dde16aa9d9c9c2c804921d8e,e770a5acbc34d95021620f1c1e0b7dad9559faa07e3598017c2b970caa2a0dba
4164,24577,eba44de75306438a5d8de4dcd599be5bae631c252ce2d54cfa717fe9c7fb383b,77d0343d98fd83fde163e78d6baae3b44f722dc03668c1926eb22e10bec91728
4165,24583,68050f9ed156f43e253f55e83b3b318d407af0f85ced5b2047c64f6f30ad8b9d,2ce28ca3b802f115b7fe5d040f8ff8e198699cc5d650e57623404b0e33b68fdc
4166,24587,cc35081b06aa8ddc12b53b507ea40343bbe786af762a26eea017a74e64852742,dea740fd9c806151e0a326d959f22f770a98b43126f199b6589718e94d0998ef
4167,24593,44981ade27f94bd3a89dc3fba8e6918e5d239ac408de39450112a28374ecef05,fe84a8225456b15fa34843a2eae17480e9a2a68043733a57c075c0a3f19f63be
4168,24599,699f7ef93bfa93f81b3cb448a996d2999cae7e3b05baf6b8d40ed45dd98cc983,d9e5b3955d2e3f90638072bc0a1a60c142683d6a7b9d56948a13792f61be58aa
4169,24605,b7b86cfee75e3a5eadb15285d993390705599136e611b7c943ccbba7a4017a3e,657f40c3b34e6f9c28e56986ec5b6312bb5c51184eee4ecfa2f80f04f945599b
4170,24611,461af83c65969b8e917509876cfb71f42bb33d7c8a2782c1310bf0f022526bcc,c52387624cf6bae261f720670adf8adc1efd4561422f0f349396bec63d14d75b
4171,24617,315fc546884234b484fbc4ace256be678232cff3f22b71945ce77e2b5a389764,346a65297b4d642b48e3892d3d5bb3832fdfadb97d247f312d2e45a3b131f13f
4172,24623,46034596c30cf08463c09b4489b46596429d4bf0f4204bff653b0f451c5bda8a,e6e132fdf9d459725e2f6ae72fcbd2a519e51d6e794de5d416f3599d39dc7def
4173,24629,cd700e89d562a3093a211d53b734418d63e2cd2dd504e71fc83d2b54af227ebf,d3f9f48bae5584bf44386aea9091c041c4881383b3dfccce6cbda5a6754990d4
4174,24635,a871cdb26ca387d6e7e0e37fd2781ad33677d26ec4bf961eab3bada84242243c,112cb95fb98a52349d1ca64897f3b92d93411d17cd106d8131aa1cab39dcbca7
4175,24641,6178f4d5ca45fde17de9413677cce28d43bda6d3ac0bb0aeca99bb0f4990f73a,893856aa996722d421d147baed11fb2384e0a5034e5d97f2372341af5035e01e
4176,24647,18c4953150b99f4ebf4de4266579583c346bb5022e3f4062a6c00c3f219169de,9b21da1ffec8d2b164fe3d3de41dfa1e7587da8b59ae672dcad8ed950c907912
4177,24653,72f4e585a1aed70d41a11b42fc8207cd98a25d5d1ea6d998ffab8ee2d34ef3a6,7a2081e06d19f58c9eb9ae2f31290f75ac24c68675ca9133c533a16a55e9f79c
4178,24659,f0ae83000b555ed90d6e7cf462b343579c094c411097a121f8a30093c9f14042,82553a509c80cc686b7554180dc923c34da8d5243a461bc86adcb4c94a97c9dc
4179,24665,46eb6d74c80627de0040dad87b04565e84c4bfe45f626ae3e25f600ccfe6b36f,cdca63641ace2b8f6c99fd896cad1b3769b7fd477a17b498906e8451c456fcfd
4180,24671,d8675e3624da8800a0454c7b2ed218b8d45d9788a2ec36cb2bea1abcd8c2263a,3588f7f74c2732c9a408dd556e3af3f8b66d788e9b17653a690a5f0cb19e34f1
4181,24677,6d2871b04d2b1caef748c40cbc13ba2d95c708699f528fe4f6add42b136b88b8,96cd65a106b29ab9e85d5db13d7df4a5326855423795df900a56cd2b2030ec85
4182,24683,52e9725d24b51063cb9fa964aa7251e70e2fc9c43af742602890efa39abd648f,2f7268aaae56975cf3b9b7ee3f98e5f2ccde50deda1cced95609d91385803159
4183,24689,5ebe1e983dc160a976b86ad1036b18d37b2c73e7d5b5e4b6889a399a42c15b21,870ac1a30220954579cc54aec5e8e1c96b170e457ba2da59a88e756b7e71608a
4184,24695,20ab7152a25505fe5fd2c5b0de7f4dc1a4ade7f2c6f030b7aa383980c35f649e,216aeec55b1701ecf8fd0bebd0ccd70ca3576f8bafb205041fe4d1452521d87c
4185,24696,406f712ec1891c977962ee08d6c0aa39942eed09d68827fea9481d462757c609,1b84a3520ae07a9684b9f8d3a01ce49c1b14b60000e37f0fd90c7e0991c51fb3
4186,24702,45803b50be20b09a17fe92ca8c00992c5c9b3786fd3510a7a2da06c0770b8da4,d7aeb5a501cb407ab6e37eb8a4f6df9f03ddaec67a3f001b0f340a014b88c005
4187,24708,010d1cb58b2484e1875447406b1a27d297d1cae9ffe5ae475cd90480a70086dd,c596ba5c5775b970aebb13f29a78258f350a82792cf97d1ff16e87f6898488d5
4188,24714,6e92dac2454ad1cf0c1af0cca329e3378b3d1a3436562103e67b79e0b164821d,9906bb0a3a783a1833a89b8163c2e8aa6a5ec83afdc764cf6a8d076e1c821e69
4189,24720,576c5c15bf3f8ae98a49f482b277feccdcaef7fc3c77379ce1719bb25eb890e9,ade461628e9f858d1e4406b4699eb895bec2989e5860274b4750dce53c2afab8
4190,24726,81876b51eb4bf7c3a90d0a306deed4aa18095e5550370793ab1a311e41488a62,44b9c966a494aa69aa9ec79c392e076ff18427acf8145b3a94b42656baac04e8
4191,24732,aa5c08994986e9a8f610cfcfe3fb726a883cca01089df6af541b5c301fd2cdfe,cab0c9d8d97bb51afdfc28a4c28116bc4affbae19f72dd06f46ce5bf56af2757
4192,24738,011b0a4f984c4a13fedc107f8212f5ff7bf302865fcf5c722c59e67d85899ad1,afd86bac6563a2f0b44778483ac177f4223a6362645e398cf04bbae343311b46
4193,24744,0eff811a5f4dd3aa6931ed07c2524841bb389e004a4d6cd7a7cc7c0306024e36,6b9b66d80076fa0ce6150a861cb44d61bca51397b20de545d00d112d530d14fe
4194,24750,7933e5c5955247c45cdb35678e307c675e16837aca1d1d0af270b3bdd83d9b45,1790be626464a64a656237a6f050277d33637defc87c6ff031a6dff3bd7608d4
4195,24756,5bafcb18c07e22d4ca9a886074f78b2c276195300cd62ce3d5e7ad63c9de68d7,abb5ecefa7fd62629d303fce970224ae8a5b51ed9d4ba670fc4da637e573f31d
4196,24762,344038b202dd1ddd013a663535ef70380be5fae21c9c1b2c51bc8aa41974ad44,728c566c029c1b0ee47665b448deb6cd0e390b41e430e631c24ba0af9941c1dc
4197,24768,415ff23465067c57083f68d439233674801f63fccb86ede79cb7b00e6c23b0fb,cd70568fd39e2b6978535aa7a6fbd3dd9270790b6ae4377eb9ab04abfb6a02b1
4198,24774,79ecb4b6a19e3aec532e31101aacb26e2fef059f86a59269391810694240a769,b4c44319c41e93bf04db4a4bc866b261bc43c117a499ee4e156a931cad133af2
4199,24780,129eebb8835976e9df481547900e354e220ebda6b72c8d3e0ccfb54dec0ff7d3,36be6e65cb49bff8cbb426019c7bd1d9dad062e10c1759b909f614a125692065
4200,24786,247b939e806384799705619bf975a7e1d57830b9267fb4f71b228a4ae695c508,365501609f9e6e2b000aafe936125b48851279d2f6d3051c848ae50596e392fe
4201,24792,e31eade3134167ddf4a44e5d01c1a4336ee412dd1f9e4402ccb046e0eef7e97a,5a1049c7bd26ae0edb6ffc3321bfa567112d7dde16ec749a37c48511a01114a8
4202,24797,dc83cb5f1f140b6f0cc825a299887808a8ec725aabc14ef6fca0af5fdfb36421,591dd925660ffb6124df9a555b191c8488d7928f5f4d7dd8477ffa378b8ace70
4203,24803,181471da5e7c2b79965fba88d6dcfcfa66fa93e7dc6a64abe768e699800a7115,afd6a1e63b8250be966bac21e60eb5caa9141a35aa1d03733880cb4afc031a87
4204,24809,294049e1fa82f9c065e45c6cc216e54d8f708d8940d783f95d14044be2f215a8,3fd5f3e4ff3e86f1c307736cf83fb99dcdd010e86ac4a2ff3e4baf6fb0a0d720
4205,24815,7d10dc216d888bfe154ecdd7deb4435ec71345c3c3825725aff7b8295b2a0f3f,f7060285bd03c609d0c6c76d8d7a6a4644f9a82f665ae7e7fdac770aca9e5a30
4206,24821,03d15218bb70b1e0a88da5113ad1c67eade92843d9109afcde2e0c595345fa29,48c101af7e0b7fd1efc4f69ff706c3909b925fedc2e9b7d57fbce76c0b84a6f1
4207,24827,cc989526a68e5c8839af1681f5cbfc7caa997248d766dffb07781068df576fca,fbf9d2c1997d85cbec673027d34edaa669b1d9119b3d3cc8c1fd13b929755f69
4208,24833,a86b83c88ddcd11a9fa607d8f56225842b6c3ad4c6d75812200f3f319683d05f,04571a6127e33e725f97a5d50a2fb7ab8b6a6fd00e604e86870ff72a4e4fef9d
4209,24839,e4e2e6a44df8692c7241127ee685ed7c2736c57901431fe39c541e002bf5ac35,fa19e7859cb91c25523ae09cb13fe654dfdbdac89ce2aa3ec7dbaedf4165633e
4210,24845,555014403eb45c2bfad675436a1a2d3345e45c2fd297ad356e9495b87513d027,c0cb1d7d8d034edeb72b01720badb02ec735ece996b7ec67341a5e79289fe7ee
4211,24851,5090728bfa6983d101ff133aa8e45cf0d5408bd7a63f8fa2a9adc50361205ae8,6c9294136cd62b5a1a9af673d44534d2ffb3052e2467817ab545b89729b6eacf
