,act_no,orr_dt,orr_ord,orr_rtn_hur,lst_cns_hur,iem_cd,sby_dit_cd,cns_qty,orr_pr,orr_mdi_dit_cd,trd_cur_xcg_rt,FX_AUD,FX_CNY,FX_EUR,FX_GBP,FX_HKD,FX_JPY,FX_USD,FX_VND
29811,5234,20220321,5,23,23,IL0011809592,1,2,6.3,3,1211.1,0,0,0,0,0,0,1,0
29812,5234,20220321,4,23,23,IL0011809592,2,1,6.0,3,1211.1,0,0,0,0,0,0,1,0
29813,5234,20220324,1,0,0,US7561091049,2,1,66.7,3,1212.7,0,0,0,0,0,0,1,0
29814,5234,20220324,3,0,1,US46641Q3323,2,1,60.9,3,1212.7,0,0,0,0,0,0,1,0
29815,5234,20220324,2,0,0,US7561091049,2,1,66.78,3,1212.7,0,0,0,0,0,0,1,0
29816,5234,20220325,12,23,23,US7561091049,2,1,67.47,3,1219.4,0,0,0,0,0,0,1,0
29817,5234,20220325,6,22,0,US37954Y4834,2,1,20.83,3,1219.4,0,0,0,0,0,0,1,0
29818,5234,20220325,5,22,22,US37954Y4834,2,1,20.84,3,1219.4,0,0,0,0,0,0,1,0
29819,5234,20220325,1,1,1,US37954Y4834,2,1,20.8,3,1219.4,0,0,0,0,0,0,1,0
29820,5234,20220325,4,22,22,US37954Y4834,2,1,20.8399,3,1219.4,0,0,0,0,0,0,1,0
29821,5234,20220325,7,23,23,US37954Y4834,2,1,20.8391,3,1219.4,0,0,0,0,0,0,1,0
29822,5234,20220325,11,23,23,US46641Q3323,2,1,61.1,3,1219.4,0,0,0,0,0,0,1,0
29823,5234,20220325,9,23,23,US37954Y4834,2,1,20.8499,3,1219.4,0,0,0,0,0,0,1,0
29824,5234,20220325,8,23,23,US46641Q3323,2,1,61.09,3,1219.4,0,0,0,0,0,0,1,0
29825,5234,20220325,10,23,23,US37954Y4834,2,1,20.85,3,1219.4,0,0,0,0,0,0,1,0
29826,5234,20220325,2,21,22,US00214Q1040,2,1,66.0,3,1219.4,0,0,0,0,0,0,1,0
29827,5234,20220325,3,21,0,US37954Y4834,2,1,20.8,3,1219.4,0,0,0,0,0,0,1,0
29828,5234,20220328,1,19,20,US88160R1014,1,1,1065.0,3,1218.3,0,0,0,0,0,0,1,0
29829,5234,20220401,1,0,1,US46641Q3323,2,1,60.74,3,1210.7,0,0,0,0,0,0,1,0
29830,5234,20220406,1,21,21,US46641Q3323,2,1,60.77,3,1212.6,0,0,0,0,0,0,1,0
29831,5234,20220411,1,22,23,US37954Y4834,2,1,20.75,3,1224.0,0,0,0,0,0,0,1,0
29832,5234,20220411,2,22,22,US37954Y4834,2,1,20.76,3,1224.0,0,0,0,0,0,0,1,0
29833,5234,20220418,1,20,22,US37954Y4834,2,1,20.39,3,1230.1,0,0,0,0,0,0,1,0
29834,5234,20220427,1,23,23,US37954Y4834,2,1,19.57,3,1248.3,0,0,0,0,0,0,1,0
29835,5234,20220427,2,23,23,US46641Q3323,2,1,59.7,3,1248.3,0,0,0,0,0,0,1,0
29836,5234,20220503,2,8,8,US7561091049,2,1,67.72,3,1265.8,0,0,0,0,0,0,1,0
29837,5234,20220503,1,7,7,US37954Y4834,2,1,19.65,3,1265.8,0,0,0,0,0,0,1,0
29838,5234,20220505,1,19,22,US46641Q3323,2,1,59.0,3,1265.7,0,0,0,0,0,0,1,0
29839,5234,20220505,2,19,22,US00214Q1040,2,1,51.0,3,1265.7,0,0,0,0,0,0,1,0
29840,5234,20220512,2,22,22,US00214Q1040,2,1,36.0,3,1277.0,0,0,0,0,0,0,1,0
29841,5234,20220512,1,22,22,US46641Q3323,2,1,56.0,3,1277.0,0,0,0,0,0,0,1,0
29842,5234,20220516,1,18,19,US46641Q3323,2,1,56.7,3,1286.0,0,0,0,0,0,0,1,0
29843,5234,20220516,2,18,22,US37954Y4834,2,1,18.5,3,1286.0,0,0,0,0,0,0,1,0
29844,5234,20220518,2,19,23,US37954Y4834,2,1,18.5,3,1277.2,0,0,0,0,0,0,1,0
29845,5234,20220518,1,19,23,US46641Q3323,2,1,57.0,3,1277.2,0,0,0,0,0,0,1,0
29846,5234,20220524,1,21,22,US37954Y4834,2,1,17.5,3,1267.7,0,0,0,0,0,0,1,0
29847,5234,20220524,2,21,22,US7561091049,2,1,66.9,3,1267.7,0,0,0,0,0,0,1,0
29848,5234,20220609,1,23,3,US37954Y4834,2,1,18.1,3,1255.4,0,0,0,0,0,0,1,0
29849,5234,20220610,1,20,21,US46641Q3323,2,1,56.75,3,1257.6,0,0,0,0,0,0,1,0
29850,5235,20220428,1,1,1,US7561091049,1,1,71.7709,3,1263.1,0,0,0,0,0,0,1,0
29851,5235,20220622,1,12,12,JP3322810007,2,100,128.0,3,9.4563,0,0,0,0,0,1,0,0
29852,5235,20220627,2,14,14,JP3891600003,2,100,346.6,3,9.6127,0,0,0,0,0,1,0,0
29853,5235,20220627,1,10,11,JP3322810007,2,100,127.0,3,9.6127,0,0,0,0,0,1,0,0
29854,5242,20220105,1,0,0,US91332U1016,2,10,130.4,3,1194.3,0,0,0,0,0,0,1,0
29855,5242,20220112,1,23,23,US46222L1089,2,10,14.81,3,1195.2,0,0,0,0,0,0,1,0
29856,5242,20220113,1,23,23,US46222L1089,2,10,14.09,3,1189.9,0,0,0,0,0,0,1,0
29857,5242,20220214,1,23,23,US46222L1089,1,20,16.16,3,1199.6,0,0,0,0,0,0,1,0
29858,5242,20220331,1,21,22,US46222L1089,2,20,12.37,3,1210.8,0,0,0,0,0,0,1,0
29859,5242,20220506,1,23,1,US54303L1044,2,9,8.6,3,1261.8,0,0,0,0,0,0,1,0
29860,5242,20220518,1,23,23,US54303L1044,1,9,9.06,3,1277.2,0,0,0,0,0,0,1,0
29861,5242,20220609,1,23,0,US54303L1044,2,12,7.2,3,1255.4,0,0,0,0,0,0,1,0
29862,5248,20220125,1,0,0,US79466L3024,2,4,220.8099,3,1194.2,0,0,0,0,0,0,1,0
29863,5253,20220325,1,22,22,CA86730L1094,1,150,0.83,3,1219.4,0,0,0,0,0,0,1,0
29864,5257,20220118,1,18,18,US74347X8314,2,3,67.74,3,1192.3,0,0,0,0,0,0,1,0
29865,5257,20220124,2,9,9,US74347X8314,2,1,55.51,3,1193.6,0,0,0,0,0,0,1,0
29866,5257,20220124,1,9,9,US74347X8314,2,9,55.6,3,1193.6,0,0,0,0,0,0,1,0
29867,5257,20220201,1,19,19,US74347X8314,2,2,61.85,3,1202.4,0,0,0,0,0,0,1,0
29868,5257,20220207,1,18,18,US74347X8314,2,7,58.5,3,1199.5,0,0,0,0,0,0,1,0
29869,5257,20220209,1,19,19,US74347X8314,2,2,61.0,3,1197.8,0,0,0,0,0,0,1,0
29870,5257,20220210,1,18,18,US74347X8314,2,2,62.33,3,1196.0,0,0,0,0,0,0,1,0
29871,5257,20220215,1,18,18,US74347X8314,2,2,55.98,3,1198.3,0,0,0,0,0,0,1,0
29872,5257,20220216,1,18,18,US74347X8314,2,1,57.96,3,1198.5,0,0,0,0,0,0,1,0
29873,5257,20220224,1,9,9,US74347X8314,2,11,49.0,3,1192.1,0,0,0,0,0,0,1,0
29874,5257,20220314,1,20,20,US74347X8314,2,6,42.75,3,1232.4,0,0,0,0,0,0,1,0
29875,5257,20220405,1,1,1,US74347X8314,2,5,57.8599,3,1216.7,0,0,0,0,0,0,1,0
29876,5257,20220406,1,0,0,US74347X8314,2,1,53.63,3,1212.6,0,0,0,0,0,0,1,0
29877,5257,20220418,1,18,18,US74347X8314,2,1,45.93,3,1230.1,0,0,0,0,0,0,1,0
29878,5257,20220418,2,18,18,US74347X8314,2,8,45.93,3,1230.1,0,0,0,0,0,0,1,0
29879,5257,20220419,1,21,21,US74347X8314,2,1,47.34,3,1232.8,0,0,0,0,0,0,1,0
29880,5257,20220425,1,17,17,US74347X8314,2,12,40.67,3,1241.7,0,0,0,0,0,0,1,0
29881,5257,20220524,2,7,7,US74347X8314,2,1,27.3,3,1267.7,0,0,0,0,0,0,1,0
29882,5257,20220524,1,7,7,US74347X8314,2,22,27.29,3,1267.7,0,0,0,0,0,0,1,0
29883,5257,20220615,1,18,18,US74347X8314,2,6,23.65,3,1289.7,0,0,0,0,0,0,1,0
29884,5257,20220624,1,18,18,US74347X8314,2,19,26.1,3,1300.7,0,0,0,0,0,0,1,0
29885,5257,20220624,2,18,18,US74347X8314,2,1,26.1,3,1300.7,0,0,0,0,0,0,1,0
29886,5257,20220627,1,23,23,US74347X8314,2,1,27.8787,3,1299.4,0,0,0,0,0,0,1,0
29887,5259,20220218,1,3,3,US78464A8541,2,31,50.84,3,1197.1,0,0,0,0,0,0,1,0
29888,5269,20220506,1,23,23,US53814L1089,1,5,27.4405,3,1261.8,0,0,0,0,0,0,1,0
29889,5296,20220223,1,19,19,MHY3894J1047,2,798,1.01,3,1194.7,0,0,0,0,0,0,1,0
29890,5296,20220223,2,19,19,MHY3894J1047,2,779,1.01,3,1194.7,0,0,0,0,0,0,1,0
29891,5296,20220224,1,18,18,US13200M5085,2,1030,0.7099,3,1192.1,0,0,0,0,0,0,1,0
29892,5296,20220224,2,18,18,US13200M5085,2,826,0.71,3,1192.1,0,0,0,0,0,0,1,0
29893,5296,20220224,9,20,20,US91274U2006,2,1500,1.23,3,1192.1,0,0,0,0,0,0,1,0
29894,5296,20220224,8,18,18,US44183U2096,2,1000,1.66,3,1192.1,0,0,0,0,0,0,1,0
29895,5296,20220224,7,18,18,BMG9456A1009,2,2,16.8,3,1192.1,0,0,0,0,0,0,1,0
29896,5296,20220224,6,18,18,BMG9456A1009,2,3,16.8,3,1192.1,0,0,0,0,0,0,1,0
29897,5296,20220224,5,18,18,BMG9456A1009,2,93,16.8,3,1192.1,0,0,0,0,0,0,1,0
29898,5296,20220224,4,18,18,BMG9456A1009,2,2,16.92,3,1192.1,0,0,0,0,0,0,1,0
29899,5296,20220224,3,18,18,US13200M5085,2,144,0.71,3,1192.1,0,0,0,0,0,0,1,0
29900,5296,20220225,9,23,23,US91274U2006,1,200,1.21,3,1199.4,0,0,0,0,0,0,1,0
29901,5296,20220225,6,23,23,US91274U2006,1,200,1.21,3,1199.4,0,0,0,0,0,0,1,0
29902,5296,20220225,5,23,23,US62526P1093,2,2347,0.72,3,1199.4,0,0,0,0,0,0,1,0
29903,5296,20220225,8,23,23,US91274U2006,1,800,1.2111,3,1199.4,0,0,0,0,0,0,1,0
29904,5296,20220225,4,23,23,BMG9456A1009,1,100,16.4185,3,1199.4,0,0,0,0,0,0,1,0
29905,5296,20220225,7,23,23,US91274U2006,1,100,1.21,3,1199.4,0,0,0,0,0,0,1,0
29906,5296,20220225,3,23,23,US13200M5085,1,2000,0.7039,3,1199.4,0,0,0,0,0,0,1,0
29907,5296,20220225,2,23,23,US44183U2096,1,1000,1.3609,3,1199.4,0,0,0,0,0,0,1,0
29908,5296,20220225,1,1,1,MHY3894J1047,1,1577,1.7706,3,1199.4,0,0,0,0,0,0,1,0
29909,5296,20220225,10,23,23,US91274U2006,1,200,1.21,3,1199.4,0,0,0,0,0,0,1,0
29910,5296,20220228,5,23,23,US76954A1034,2,85,64.9599,3,1202.7,0,0,0,0,0,0,1,0
29911,5296,20220228,4,21,21,US00161P1093,2,74,2.42,3,1202.7,0,0,0,0,0,0,1,0
29912,5296,20220228,3,21,21,US00161P1093,2,671,2.42,3,1202.7,0,0,0,0,0,0,1,0
29913,5296,20220228,2,21,21,US00161P1093,2,55,2.42,3,1202.7,0,0,0,0,0,0,1,0
29914,5296,20220228,1,5,5,US62526P1093,1,2347,1.7804,3,1202.7,0,0,0,0,0,0,1,0
29915,5296,20220301,11,19,19,KYG4236L1124,2,1417,0.66,3,1202.7,0,0,0,0,0,0,1,0
29916,5296,20220301,6,1,1,US91822M1062,2,1200,0.47,3,1202.7,0,0,0,0,0,0,1,0
29917,5296,20220301,20,20,20,US91822M1062,2,100,0.55,3,1202.7,0,0,0,0,0,0,1,0
29918,5296,20220301,8,19,19,US76954A1034,2,30,65.55,3,1202.7,0,0,0,0,0,0,1,0
29919,5296,20220301,4,1,1,US91822M1062,2,800,0.47,3,1202.7,0,0,0,0,0,0,1,0
29920,5296,20220301,22,20,20,US91822M1062,2,100,0.55,3,1202.7,0,0,0,0,0,0,1,0
29921,5296,20220301,24,20,20,US91822M1062,2,250,0.5498,3,1202.7,0,0,0,0,0,0,1,0
29922,5296,20220301,29,23,23,US5494981039,2,100,23.805,3,1202.7,0,0,0,0,0,0,1,0
29923,5296,20220301,27,23,23,US91822M1062,2,1700,0.5659,3,1202.7,0,0,0,0,0,0,1,0
29924,5296,20220301,28,23,23,US5494981039,2,16,23.5719,3,1202.7,0,0,0,0,0,0,1,0
29925,5296,20220301,25,23,23,US91822M1062,2,200,0.5669,3,1202.7,0,0,0,0,0,0,1,0
29926,5296,20220301,10,19,19,US00161P1093,2,100,2.35,3,1202.7,0,0,0,0,0,0,1,0
29927,5296,20220301,5,1,1,US91822M1062,2,500,0.47,3,1202.7,0,0,0,0,0,0,1,0
29928,5296,20220301,19,20,20,US91822M1062,2,83,0.55,3,1202.7,0,0,0,0,0,0,1,0
29929,5296,20220301,21,20,20,US91822M1062,2,97,0.55,3,1202.7,0,0,0,0,0,0,1,0
29930,5296,20220301,23,20,20,US91822M1062,2,503,0.55,3,1202.7,0,0,0,0,0,0,1,0
29931,5296,20220301,14,19,19,KYG4236L1124,2,40,0.66,3,1202.7,0,0,0,0,0,0,1,0
29932,5296,20220301,15,19,19,KYG4236L1124,2,81,0.66,3,1202.7,0,0,0,0,0,0,1,0
29933,5296,20220301,12,19,19,KYG4236L1124,2,400,0.66,3,1202.7,0,0,0,0,0,0,1,0
29934,5296,20220301,26,23,23,US91822M1062,2,100,0.566,3,1202.7,0,0,0,0,0,0,1,0
29935,5296,20220301,30,23,23,US5494981039,2,105,23.7689,3,1202.7,0,0,0,0,0,0,1,0
29936,5296,20220301,13,19,19,KYG4236L1124,2,62,0.66,3,1202.7,0,0,0,0,0,0,1,0
29937,5296,20220301,18,20,20,US91822M1062,2,17,0.55,3,1202.7,0,0,0,0,0,0,1,0
29938,5296,20220301,9,19,19,US00161P1093,2,200,2.35,3,1202.7,0,0,0,0,0,0,1,0
29939,5296,20220301,3,1,1,US91822M1062,2,500,0.47,3,1202.7,0,0,0,0,0,0,1,0
29940,5296,20220301,2,1,1,US76954A1034,2,50,62.52,3,1202.7,0,0,0,0,0,0,1,0
29941,5296,20220301,7,18,18,US02919L2088,2,1500,1.59,3,1202.7,0,0,0,0,0,0,1,0
29942,5296,20220301,1,1,1,US5494981039,1,221,24.8106,3,1202.7,0,0,0,0,0,0,1,0
29943,5296,20220301,17,20,20,US91822M1062,2,83,0.55,3,1202.7,0,0,0,0,0,0,1,0
29944,5296,20220301,16,20,20,US91822M1062,2,17,0.55,3,1202.7,0,0,0,0,0,0,1,0
29945,5296,20220302,5,23,23,US40145Q4010,2,500,0.36,3,1205.6,0,0,0,0,0,0,1,0
29946,5296,20220302,7,23,23,US40145Q4010,2,1000,0.35,3,1205.6,0,0,0,0,0,0,1,0
29947,5296,20220302,6,23,23,US40145Q4010,2,2500,0.36,3,1205.6,0,0,0,0,0,0,1,0
29948,5296,20220302,8,23,23,US62526P1093,2,200,1.105,3,1205.6,0,0,0,0,0,0,1,0
29949,5296,20220302,3,5,5,US76954A1034,2,30,53.775,3,1205.6,0,0,0,0,0,0,1,0
29950,5296,20220302,4,6,6,US9837FR1002,2,100,2.18,3,1205.6,0,0,0,0,0,0,1,0
29951,5296,20220302,2,5,5,US76954A1034,2,50,53.8193,3,1205.6,0,0,0,0,0,0,1,0
29952,5296,20220302,1,5,5,US76954A1034,2,35,53.7699,3,1205.6,0,0,0,0,0,0,1,0
29953,5296,20220302,9,23,23,US62526P1093,2,800,1.105,3,1205.6,0,0,0,0,0,0,1,0
29954,5296,20220303,6,1,1,US62526P1093,2,100,0.8749,3,1205.0,0,0,0,0,0,0,1,0
29955,5296,20220303,11,1,1,US03834B3096,2,1500,1.2386,3,1205.0,0,0,0,0,0,0,1,0
29956,5296,20220303,12,1,1,US26253C1027,2,100,0.6976,3,1205.0,0,0,0,0,0,0,1,0
29957,5296,20220303,10,1,1,US62526P1093,2,100,0.875,3,1205.0,0,0,0,0,0,0,1,0
29958,5296,20220303,13,1,1,US26253C1027,2,100,0.6976,3,1205.0,0,0,0,0,0,0,1,0
29959,5296,20220303,15,2,2,US91822M1062,2,2000,0.299885,3,1205.0,0,0,0,0,0,0,1,0
29960,5296,20220303,1,1,1,US9837FR1002,1,100,2.061,3,1205.0,0,0,0,0,0,0,1,0
29961,5296,20220303,9,1,1,US62526P1093,2,100,0.875,3,1205.0,0,0,0,0,0,0,1,0
29962,5296,20220303,5,1,1,US76954A1034,2,50,51.36,3,1205.0,0,0,0,0,0,0,1,0
29963,5296,20220303,8,1,1,US62526P1093,2,900,0.875,3,1205.0,0,0,0,0,0,0,1,0
29964,5296,20220303,2,1,1,US76954A1034,2,50,51.04,3,1205.0,0,0,0,0,0,0,1,0
29965,5296,20220303,7,1,1,US62526P1093,2,300,0.875,3,1205.0,0,0,0,0,0,0,1,0
29966,5296,20220303,4,1,1,US76954A1034,2,10,51.14,3,1205.0,0,0,0,0,0,0,1,0
29967,5296,20220303,3,1,1,US76954A1034,2,30,51.18,3,1205.0,0,0,0,0,0,0,1,0
29968,5296,20220303,14,1,1,US26253C1027,2,1300,0.6976,3,1205.0,0,0,0,0,0,0,1,0
29969,5296,20220304,2,7,7,US76954A1034,2,50,46.99,3,1203.6,0,0,0,0,0,0,1,0
29970,5296,20220304,3,7,7,US76954A1034,2,50,47.08,3,1203.6,0,0,0,0,0,0,1,0
29971,5296,20220304,1,7,7,US76954A1034,2,4,46.99,3,1203.6,0,0,0,0,0,0,1,0
29972,5296,20220304,4,23,23,US76954A1034,2,20,48.36,3,1203.6,0,0,0,0,0,0,1,0
29973,5296,20220307,44,1,1,US38068T1051,1,1000,2.1306,3,1211.5,0,0,0,0,0,0,1,0
29974,5296,20220307,43,1,1,CA91688R1082,1,1500,1.7107,3,1211.5,0,0,0,0,0,0,1,0
29975,5296,20220307,42,1,1,US30231G1022,1,1,85.82,3,1211.5,0,0,0,0,0,0,1,0
29976,5296,20220307,45,1,1,US68559A1097,1,600,1.7705,3,1211.5,0,0,0,0,0,0,1,0
29977,5296,20220307,46,1,1,US03834B3096,2,500,1.5987,3,1211.5,0,0,0,0,0,0,1,0
29978,5296,20220307,25,0,0,US30231G1022,2,10,86.3,3,1211.5,0,0,0,0,0,0,1,0
29979,5296,20220307,24,0,0,US30231G1022,2,18,86.3,3,1211.5,0,0,0,0,0,0,1,0
29980,5296,20220307,41,1,1,US30231G1022,1,29,85.82,3,1211.5,0,0,0,0,0,0,1,0
29981,5296,20220307,23,0,0,US68559A1097,2,597,1.7594,3,1211.5,0,0,0,0,0,0,1,0
29982,5296,20220307,47,1,1,US62526P1093,2,77,1.0193,3,1211.5,0,0,0,0,0,0,1,0
29983,5296,20220307,48,1,1,US03834B3096,2,400,1.6,3,1211.5,0,0,0,0,0,0,1,0
29984,5296,20220307,26,0,0,US30231G1022,2,2,86.3,3,1211.5,0,0,0,0,0,0,1,0
29985,5296,20220307,40,0,0,US62526P1093,2,200,0.91,3,1211.5,0,0,0,0,0,0,1,0
29986,5296,20220307,27,0,0,CA91688R1082,2,1500,1.7295,3,1211.5,0,0,0,0,0,0,1,0
29987,5296,20220307,38,0,0,US62526P1093,2,598,0.91,3,1211.5,0,0,0,0,0,0,1,0
29988,5296,20220307,37,0,0,US62526P1093,2,23,0.91,3,1211.5,0,0,0,0,0,0,1,0
29989,5296,20220307,36,0,0,US76954A1034,1,50,45.49,3,1211.5,0,0,0,0,0,0,1,0
29990,5296,20220307,35,0,0,US76954A1034,1,50,45.49,3,1211.5,0,0,0,0,0,0,1,0
29991,5296,20220307,34,0,0,US38068T1051,2,100,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29992,5296,20220307,33,0,0,US38068T1051,2,100,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29993,5296,20220307,32,0,0,US38068T1051,2,500,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29994,5296,20220307,31,0,0,US38068T1051,2,100,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29995,5296,20220307,30,0,0,US38068T1051,2,100,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29996,5296,20220307,29,0,0,US38068T1051,2,100,2.1898,3,1211.5,0,0,0,0,0,0,1,0
29997,5296,20220307,28,0,0,US76954A1034,1,100,46.01,3,1211.5,0,0,0,0,0,0,1,0
29998,5296,20220307,49,4,4,US62526P1093,1,2578,1.1205,3,1211.5,0,0,0,0,0,0,1,0
29999,5296,20220307,39,0,0,US62526P1093,2,200,0.91,3,1211.5,0,0,0,0,0,0,1,0
30000,5296,20220307,50,4,4,US62526P1093,1,700,1.125,3,1211.5,0,0,0,0,0,0,1,0
30001,5296,20220307,14,0,0,US13200M5085,1,176,1.07,3,1211.5,0,0,0,0,0,0,1,0
30002,5296,20220307,65,18,18,US13200M5085,2,100,0.9595,3,1211.5,0,0,0,0,0,0,1,0
30003,5296,20220307,58,4,4,US91822M1062,2,500,0.39,3,1211.5,0,0,0,0,0,0,1,0
30004,5296,20220307,60,4,4,US00161P1093,2,300,1.6992,3,1211.5,0,0,0,0,0,0,1,0
30005,5296,20220307,61,4,4,MHY6430L1039,1,1500,1.4727,3,1211.5,0,0,0,0,0,0,1,0
30006,5296,20220307,62,5,5,US5927701012,2,60,32.315,3,1211.5,0,0,0,0,0,0,1,0
30007,5296,20220307,63,5,5,US68559A1097,2,1000,1.898,3,1211.5,0,0,0,0,0,0,1,0
30008,5296,20220307,64,18,18,US13200M5085,2,300,0.9695,3,1211.5,0,0,0,0,0,0,1,0
30009,5296,20220307,66,18,18,US13200M5085,2,1400,0.96,3,1211.5,0,0,0,0,0,0,1,0
30010,5296,20220307,67,18,18,US62526P1093,2,80,0.7589,3,1211.5,0,0,0,0,0,0,1,0
30011,5296,20220307,68,18,18,US62526P1093,2,1000,0.7688,3,1211.5,0,0,0,0,0,0,1,0
30012,5296,20220307,19,0,0,US13200M5085,1,200,1.07,3,1211.5,0,0,0,0,0,0,1,0
30013,5296,20220307,18,0,0,US13200M5085,1,300,1.07,3,1211.5,0,0,0,0,0,0,1,0
30014,5296,20220307,17,0,0,US13200M5085,1,162,1.07,3,1211.5,0,0,0,0,0,0,1,0
30015,5296,20220307,16,0,0,US13200M5085,1,500,1.07,3,1211.5,0,0,0,0,0,0,1,0
30016,5296,20220307,15,0,0,US13200M5085,1,362,1.07,3,1211.5,0,0,0,0,0,0,1,0
30017,5296,20220307,20,0,0,KYG4236L1124,1,2000,0.440488,3,1211.5,0,0,0,0,0,0,1,0
30018,5296,20220307,21,0,0,US02919L2088,1,1500,1.411,3,1211.5,0,0,0,0,0,0,1,0
30019,5296,20220307,22,0,0,US68559A1097,2,3,1.7594,3,1211.5,0,0,0,0,0,0,1,0
30020,5296,20220307,57,4,4,US91822M1062,2,200,0.39,3,1211.5,0,0,0,0,0,0,1,0
30021,5296,20220307,1,0,0,US03834B3096,1,89,1.43,3,1211.5,0,0,0,0,0,0,1,0
30022,5296,20220307,59,4,4,MHY6430L1039,2,1500,1.3695,3,1211.5,0,0,0,0,0,0,1,0
30023,5296,20220307,3,0,0,US03834B3096,1,100,1.43,3,1211.5,0,0,0,0,0,0,1,0
30024,5296,20220307,2,0,0,US03834B3096,1,100,1.455,3,1211.5,0,0,0,0,0,0,1,0
30025,5296,20220307,56,4,4,US91822M1062,2,400,0.39,3,1211.5,0,0,0,0,0,0,1,0
30026,5296,20220307,13,0,0,US13200M5085,1,100,1.07,3,1211.5,0,0,0,0,0,0,1,0
30027,5296,20220307,12,0,0,US03834B3096,1,100,1.455,3,1211.5,0,0,0,0,0,0,1,0
30028,5296,20220307,55,4,4,US91822M1062,2,900,0.39,3,1211.5,0,0,0,0,0,0,1,0
30029,5296,20220307,10,0,0,US03834B3096,1,200,1.455,3,1211.5,0,0,0,0,0,0,1,0
30030,5296,20220307,9,0,0,US03834B3096,1,100,1.43,3,1211.5,0,0,0,0,0,0,1,0
30031,5296,20220307,8,0,0,US03834B3096,1,100,1.455,3,1211.5,0,0,0,0,0,0,1,0
30032,5296,20220307,11,0,0,US03834B3096,1,100,1.43,3,1211.5,0,0,0,0,0,0,1,0
30033,5296,20220307,6,0,0,US03834B3096,1,100,1.455,3,1211.5,0,0,0,0,0,0,1,0
30034,5296,20220307,54,4,4,KYG8651P1101,2,300,3.4466,3,1211.5,0,0,0,0,0,0,1,0
30035,5296,20220307,53,4,4,KYG8651P1101,2,400,3.45,3,1211.5,0,0,0,0,0,0,1,0
30036,5296,20220307,52,4,4,US62526P1093,1,100,1.125,3,1211.5,0,0,0,0,0,0,1,0
30037,5296,20220307,51,4,4,US62526P1093,1,1300,1.125,3,1211.5,0,0,0,0,0,0,1,0
30038,5296,20220307,5,0,0,US03834B3096,1,100,1.455,3,1211.5,0,0,0,0,0,0,1,0
30039,5296,20220307,7,0,0,US03834B3096,1,211,1.455,3,1211.5,0,0,0,0,0,0,1,0
30040,5296,20220307,4,0,0,US03834B3096,1,200,1.455,3,1211.5,0,0,0,0,0,0,1,0
30041,5296,20220308,13,18,18,KYG7415M1244,2,300,1.61,3,1225.4,0,0,0,0,0,0,1,0
30042,5296,20220308,12,18,18,KYG7415M1244,2,500,1.61,3,1225.4,0,0,0,0,0,0,1,0
30043,5296,20220308,10,18,18,MHY6430L1039,2,100,1.74,3,1225.4,0,0,0,0,0,0,1,0
30044,5296,20220308,5,5,5,US62526P1093,2,1000,1.2295,3,1225.4,0,0,0,0,0,0,1,0
30045,5296,20220308,14,18,18,KYG7415M1244,2,100,1.61,3,1225.4,0,0,0,0,0,0,1,0
30046,5296,20220308,15,18,18,KYG7415M1244,2,100,1.61,3,1225.4,0,0,0,0,0,0,1,0
30047,5296,20220308,4,1,1,US86803X2045,1,300,4.3805,3,1225.4,0,0,0,0,0,0,1,0
30048,5296,20220308,31,23,23,US68559A1097,1,1000,2.55,3,1225.4,0,0,0,0,0,0,1,0
30049,5296,20220308,30,20,20,US44862P1093,2,600,0.9358,3,1225.4,0,0,0,0,0,0,1,0
30050,5296,20220308,9,18,18,MHY6430L1039,2,221,1.74,3,1225.4,0,0,0,0,0,0,1,0
30051,5296,20220308,26,20,20,US13200M5085,2,700,1.44,3,1225.4,0,0,0,0,0,0,1,0
30052,5296,20220308,28,20,20,US44862P1093,2,200,0.9331,3,1225.4,0,0,0,0,0,0,1,0
30053,5296,20220308,20,18,18,US70532Y3036,2,100,2.3,3,1225.4,0,0,0,0,0,0,1,0
30054,5296,20220308,21,18,18,US70532Y3036,2,100,2.3,3,1225.4,0,0,0,0,0,0,1,0
30055,5296,20220308,6,7,7,MHY3894J1047,2,200,5.82,3,1225.4,0,0,0,0,0,0,1,0
30056,5296,20220308,7,7,7,US44183U2096,2,200,8.5,3,1225.4,0,0,0,0,0,0,1,0
30057,5296,20220308,2,0,0,US44862P1093,1,1000,0.913273,3,1225.4,0,0,0,0,0,0,1,0
30058,5296,20220308,19,18,18,US70532Y3036,2,100,2.29,3,1225.4,0,0,0,0,0,0,1,0
30059,5296,20220308,18,18,18,KYG8651P1101,2,81,3.96,3,1225.4,0,0,0,0,0,0,1,0
30060,5296,20220308,17,18,18,KYG8651P1101,2,5,3.95,3,1225.4,0,0,0,0,0,0,1,0
30061,5296,20220308,34,23,23,MHY6430L1039,2,1000,1.5296,3,1225.4,0,0,0,0,0,0,1,0
30062,5296,20220308,33,23,23,US13200M5085,1,1500,1.8807,3,1225.4,0,0,0,0,0,0,1,0
30063,5296,20220308,8,18,18,US62526P1093,2,2000,1.23,3,1225.4,0,0,0,0,0,0,1,0
